Jukes/Cantor and Kimura subsitution levels adjusted for CpG sites
=================================================================
File: sorted_clean_P.capsici_isolate_WB2_Final_HiC.fasta.align
Weighted average Kimura divergence for each repeat family
Class	Repeat	absLen	wellCharLen	Kimura%
Unknown	Acol_Pao_Bel_Ele77	45	45	22.09
Unknown	Acol_Pao_Bel_Ele78	102	100	29.09
Unknown	Acol_Pao_Bel_Ele9	61	61	27.84
Unknown	Acol_Tc1_Ele2	51	49	27.80
Unknown	Acol_Tc1_Ele3	302	279	48.60
Unknown	Acol_gambol_Ele12	54	54	25.87
Unknown	Acol_otherMITEs_Eles17	181	169	35.32
Unknown	Acol_otherMITEs_Eles24	503	471	37.41
Unknown	DF003447389	200	200	30.93
Unknown	DF003447576	109	109	23.00
Unknown	DF003447599	77	77	25.16
Unknown	DF003447943	103	103	44.21
Unknown	DF003447976	66	65	20.14
Unknown	DF003447996	333	300	24.41
Unknown	DF003448168	87	72	19.37
Unknown	DF003448258	44	44	21.53
Unknown	DF003448264	88	88	19.72
Unknown	DF003448462	88	86	26.67
Unknown	DF003448489	83	83	22.34
Unknown	DF003448508	56	51	13.40
Unknown	DF003448560	54	52	22.51
Unknown	DF003448570	41	41	14.34
Unknown	DF003448600	40	40	17.13
Unknown	DF003448666	114	113	18.61
Unknown	DF003448744	54	54	36.20
Unknown	DF003448882	37	37	8.85
Unknown	DF003448933	46	46	18.05
Unknown	DF003448963	112	99	19.78
Unknown	DF003449194	53	52	22.56
Unknown	DF003449294	84	84	20.99
Unknown	DF003449323	340	302	19.09
Unknown	DF003449334	62	60	21.92
Unknown	DF003449470	168	154	22.76
Unknown	DF003449573	173	169	34.19
Unknown	DF003449575	90	90	32.44
Unknown	DF003449741	325	325	32.49
Unknown	DF003449811	34	34	12.84
Unknown	DF003449812	104	100	21.03
Unknown	DF003450077	44	43	18.80
Unknown	DF003450094	33	20	18.57
Unknown	DF003450200	34	34	9.72
Unknown	DF003450257	13	11	39.99
Unknown	DF003450262	45	43	20.63
Unknown	DF003450273	84	81	29.95
Unknown	DF003450276	66	65	15.88
Unknown	DF003450286	11	3	21.58
Unknown	DNM1r	16	16	39.84
Unknown	FAM90Ar	90	86	27.20
Unknown	Halyomorpha_halys-1_family-263	120	120	16.98
Unknown	Halyomorpha_halys-1_family-791	120	120	19.69
Unknown	Halyomorpha_halys-5_family-1369	94	87	23.13
Unknown	Halyomorpha_halys-5_family-1661	10	9	32.20
Unknown	Halyomorpha_halys-5_family-1901	64	64	31.52
Unknown	Halyomorpha_halys-5_family-2549	52	49	11.45
Unknown	Halyomorpha_halys-5_family-2764	46	42	10.34
Unknown	Halyomorpha_halys-5_family-3997	64	63	30.21
Unknown	Halyomorpha_halys-5_family-935	77	77	28.41
Unknown	Pman_UNKNOWN_6.2013	827	821	25.73
Unknown	TE-X-12_DR	250	236	45.96
Unknown	TE0235_SO2_FAM1234	57	55	21.19
Unknown	TE0432_SO2_FAM1421	653	651	27.55
Unknown	TE0830_SO2_FAM0181	236	236	26.46
Unknown	TE0848_SO2_FAM1828	92	89	24.42
Unknown	TE0988_SO2_FAM1966	80	64	33.70
Unknown	TE1307_SO2_FAM0227	144	144	50.51
Unknown	TE1308_SO2_FAM2270	1114	1041	29.73
Unknown	TE1326_SO2_FAM2289	27	24	26.97
Unknown	TE1372_SO2_FAM2335	100	100	24.88
Unknown	TE1419_SO2_FAM2379	56	56	18.13
Unknown	TE1545_SO2_FAM2497	100	76	28.91
Unknown	TE1667_SO2_FAM0261	63	56	15.85
Unknown	TE2290_SO2_FAM0355	117	117	41.28
Unknown	TE2334_SO2_FAM0397	146	140	27.92
Unknown	TE2363_SO2_FAM0425	216	201	37.04
Unknown	TE2699_SO2_FAM0771	229	228	41.24
Unknown	TE2793_SO2_FAM0866	45	44	12.88
Unknown	TE2909_SO2_FAM0098	78	77	29.13
Unknown	TE3064_SO2_FAM1643	80	77	31.42
Unknown	TE3080_SO2_FAM176	98	98	18.85
Unknown	TE3344_SO2_FAM760	52	48	30.66
Unknown	Unknown-43_AstCal	59	59	29.75
rRNA	LSU-rRNA_Cel	4571	4362	21.19
rRNA	LSU-rRNA_Dme	1419	1416	11.61
rRNA	LSU-rRNA_Hsa	3200	3135	21.91
rRNA	SSU-rRNA_Dme	38	38	18.44
rRNA	SSU-rRNA_Hsa	8531	8409	21.90
snRNA	Pman_SNRNA_6.7824	872	838	18.43
snRNA	U5	176	164	23.07
tRNA	tRNA-Ala-GCG	21	20	23.33
tRNA	tRNA-Ala-GCY	3749	3749	13.65
tRNA	tRNA-Arg-AGG	10	10	18.87
tRNA	tRNA-Asp-GAY	4985	4984	10.57
tRNA	tRNA-Gln-CAA	5510	5508	9.09
tRNA	tRNA-Glu-GAA	55	55	24.03
tRNA	tRNA-Glu-GAG_v	54	54	16.98
tRNA	tRNA-Ile-ATA	75	73	17.30
tRNA	tRNA-Leu-CTA	8007	7621	24.78
tRNA	tRNA-Leu-CTG	4675	4675	23.09
tRNA	tRNA-Leu-CTY	2670	2668	26.05
tRNA	tRNA-Leu-TTA	480	453	15.49
tRNA	tRNA-Leu-TTG	234	230	22.46
tRNA	tRNA-Met-i	2668	2668	18.45
tRNA	tRNA-Pro-CCA	1856	1855	17.76
tRNA	tRNA-Pro-CCY	161	161	12.73
tRNA	tRNA-Tyr-TAT	55	55	21.38
tRNA	tRNA-Val-GTA	344	342	10.62


Coverage for each repeat class and divergence (Kimura)
Div DNA DNA/Academ-1 DNA/CMC-Chapaev DNA/CMC-EnSpm DNA/Crypton DNA/Dada DNA/Ginger-1 DNA/Kolobok-E DNA/Kolobok-T2 DNA/MULE-MuDR DNA/Maverick DNA/Merlin DNA/PIF-HarbS DNA/PIF-Harbinger DNA/PIF-ISL2EU DNA/PIF-Spy DNA/PiggyBac DNA/Sola-1 DNA/TcMar DNA/TcMar-Ant1 DNA/TcMar-Cweed DNA/TcMar-Fot1 DNA/TcMar-ISRm11 DNA/TcMar-Mariner DNA/TcMar-Pogo DNA/TcMar-Stowaway DNA/TcMar-Tc1 DNA/TcMar-Tc2 DNA/TcMar-Tc4 DNA/TcMar-Tigger DNA/TcMar-m44 DNA/Zisupton DNA/hAT-Ac DNA/hAT-Blackjack DNA/hAT-Charlie DNA/hAT-Tag1 DNA/hAT-Tip100 DNA/hAT-hATx DNA/hAT-hobo LINE LINE/CR1 LINE/CR1-Zenon LINE/I LINE/I-Jockey LINE/L1 LINE/L1-Tx1 LINE/L2 LINE/Proto2 LINE/R1 LINE/R1-LOA LINE/R2 LINE/R2-NeSL LINE/RTE LINE/RTE-BovB LINE/RTE-RTE LINE/RTE-X LTR LTR-non LTR/Copia LTR/DIRS LTR/ERV LTR/ERV1 LTR/ERVK LTR/ERVL LTR/ERVL-MaLR LTR/Gypsy LTR/Ngaro LTR/Pao PLE/Chlamys PLE/Naiad RC/Helitron Retroposon/RTE-derived Retroposon/SVA SINE/Alu SINE/B2 SINE/tRNA SINE/tRNA-CR1 SINE/tRNA-Meta SINE/tRNA-RTE Satellite Simple_repeat Unknown rRNA snRNA tRNA 
0 29 0 0 0 18878 0 9517 0 0 39642 24355 63 4425 54394 0 0 28650 1134 0 0 311 0 0 438 23859 0 0 41902 0 1657 124 0 9466 0 0 0 0 0 0 0 0 0 0 0 12779 0 0 0 0 0 0 0 0 0 0 0 153825 0 521511 375994 0 0 1196 0 0 1033511 5433 0 937 0 71929 0 0 54096 0 0 0 0 0 39727 0 0 0 0 0 
1 64 0 0 0 20466 0 21316 0 0 75204 2152 0 11836 5126 0 0 35480 58 0 0 120 0 0 526 234 0 0 907 0 20379 1388 0 8318 0 0 0 0 0 0 0 0 0 0 0 13868 0 0 0 0 0 0 0 0 0 0 0 44818 0 1022663 91279 0 0 891 0 0 1136039 5537 0 7390 0 106209 0 0 6057 0 0 0 0 0 28188 0 0 0 0 0 
2 8459 0 0 0 26620 0 10037 0 0 74763 8 0 0 8289 0 0 11493 1506 0 0 240 0 0 610 182 9508 0 12178 0 718 1583 0 3674 0 0 0 0 0 0 0 61 0 0 0 7984 0 0 0 0 0 0 0 0 0 0 0 102991 0 1166544 96686 0 0 898 0 0 778603 0 0 1652 0 12798 0 0 7175 0 0 0 0 0 2881 0 0 0 76 112 
3 17887 0 0 0 5713 0 5047 0 0 40058 1267 0 0 17199 0 0 7385 502 0 0 611 0 0 1653 332 36 0 7232 0 0 1118 0 15790 0 0 247 0 0 0 0 34 0 0 0 5638 0 0 31 0 0 0 6375 0 0 0 0 48473 4497 924207 51080 0 0 998 0 0 706574 0 0 6031 0 50442 0 0 1074 0 0 0 0 0 30 0 0 0 0 0 
4 7881 0 0 0 1595 0 2646 0 0 22196 1954 88 0 4568 0 0 4488 146 0 0 2441 0 4893 2289 0 0 0 5202 0 0 1138 0 18027 0 0 0 0 0 0 0 0 0 0 0 7182 0 0 0 0 0 0 4175 0 0 0 0 36565 563 469256 29089 0 0 4743 0 0 391827 45 0 8783 0 11226 0 0 168 0 0 0 0 0 1708 0 0 0 0 0 
5 2875 0 0 0 15107 0 4733 0 0 22468 2282 555 93 2726 0 0 4973 2550 0 0 610 0 0 92 726 547 0 1653 0 0 2855 0 6880 0 0 0 0 0 0 0 0 0 0 0 6933 0 0 0 0 0 0 2763 0 0 0 0 69470 0 235651 26076 0 6120 8237 0 0 498846 0 0 14221 0 3947 0 0 9416 0 0 0 0 0 261 0 0 148 0 0 
6 11443 32 0 0 6197 0 5516 0 0 28691 3060 3006 0 1237 0 0 12434 977 0 5069 0 0 492 163 588 127 0 4057 0 0 681 0 1692 0 0 2692 0 0 0 0 0 0 0 0 2250 0 0 0 32 0 0 1382 0 0 0 0 27383 0 134204 18217 0 60 14233 0 0 607555 4204 41 4632 0 3324 0 0 948 0 0 0 0 0 186 0 0 0 0 0 
7 4335 0 0 0 1159 0 0 0 0 27919 0 6911 0 0 0 0 19125 1864 0 3921 0 0 0 444 1135 0 0 3405 0 0 2093 0 3929 0 0 0 0 0 0 0 0 0 0 0 1906 0 0 0 0 0 0 1365 0 44 0 0 15179 0 98106 7133 0 5956 2651 0 0 334154 0 0 2511 0 23764 0 0 2643 0 0 0 0 0 135 0 0 0 0 2774 
8 805 0 0 0 8210 0 0 0 0 23437 324 0 707 404 0 0 7954 187 0 152 139 0 0 0 4302 0 0 5039 0 0 0 0 1070 0 0 0 0 0 0 0 0 0 0 0 1235 0 0 0 0 0 0 78 0 0 0 0 19280 13296 96484 2687 0 5827 2912 0 0 167728 7011 0 913 0 27427 0 0 641 0 0 0 0 0 345 0 37 0 0 0 
9 1434 0 0 0 195 0 0 0 0 21594 968 1484 0 63 0 0 9882 248 0 0 0 0 0 0 2472 537 0 1358 0 0 1471 98 5476 0 0 0 0 0 0 0 0 0 0 0 2052 0 46 0 0 0 0 1644 0 0 0 0 18445 0 71743 5020 0 0 602 35 0 128394 43 34 0 0 7149 0 0 0 0 0 0 0 0 9805 0 34 47 0 809 
10 400 64 0 0 1908 0 0 0 0 14592 888 0 85 147 0 0 20304 52 0 1310 0 0 0 0 1209 0 0 497 0 0 0 0 4310 0 0 0 0 41 0 0 1990 0 0 0 10230 0 0 0 0 0 0 1650 0 0 0 0 12848 0 46927 5133 0 0 10131 0 0 140885 66 0 6 0 7771 0 0 164 0 0 0 0 0 5915 0 42 0 0 3982 
11 693 0 0 0 3030 0 0 0 0 12551 1492 667 130 111 0 0 21506 0 0 2113 0 0 0 0 842 0 0 77 0 92 1549 0 1311 0 0 0 0 0 0 0 0 0 0 0 12620 0 0 0 0 0 0 0 0 0 49 0 11653 0 35261 5178 0 0 12064 0 0 116120 39 0 616 0 5681 0 0 439 0 0 0 0 0 8944 0 49 1272 0 2878 
12 331 0 0 0 5003 0 0 0 0 4707 840 195 0 497 0 0 20906 0 0 1167 458 0 54 388 444 0 75 0 0 686 0 0 232 0 0 0 0 0 0 0 1341 0 0 0 6081 0 0 0 0 0 0 0 0 0 38 0 7735 975 30533 1896 0 0 5590 0 0 57653 109 81 467 0 4151 0 0 1360 0 0 0 0 0 5108 0 78 0 0 540 
13 133 0 0 0 5919 0 0 0 0 4080 934 330 0 131 0 0 8843 0 0 394 108 0 0 0 272 0 0 476 0 66 0 0 2311 0 0 0 0 0 0 0 0 0 0 0 7337 166 0 0 0 0 0 0 0 0 0 0 5720 0 27801 539 0 0 9077 0 0 88101 0 125 178 0 2561 0 0 14887 0 0 0 0 0 617 0 163 0 192 3409 
14 1122 0 0 47 2519 0 0 0 0 7571 278 499 0 795 0 0 16048 0 0 938 0 0 0 0 519 0 0 318 0 160 0 92 1733 0 0 0 0 0 0 0 40 0 0 0 11262 0 0 0 0 0 0 0 38 0 49 37 5193 1938 27838 480 0 277 1586 39 0 59415 0 229 49 0 9360 0 0 3489 0 0 0 0 0 5658 0 358 530 0 385 
15 1426 0 0 0 7402 0 0 0 38 1636 1048 0 0 230 0 0 16140 0 0 0 0 50 0 52 209 0 0 0 0 0 0 0 4983 0 0 0 0 0 0 0 1822 0 0 0 4327 18 50 0 74 0 0 0 0 0 0 0 7702 202 20827 9841 0 0 4714 0 0 48373 66 0 229 0 5405 0 0 14440 0 0 0 0 0 1529 0 211 74 0 346 
16 1817 0 0 0 3816 0 421 0 0 1252 528 209 0 455 0 0 25349 56 0 0 0 0 0 0 109 0 36 0 0 0 0 0 3405 0 55 0 0 0 0 0 101 77 0 0 2575 0 0 0 0 0 0 8243 0 41 0 0 7888 5470 15484 1317 0 82 6322 0 0 131638 4003 98 372 0 17099 0 0 6370 0 9 0 0 0 11987 0 233 0 0 194 
17 2407 54 0 0 4793 0 0 0 0 1220 745 595 0 542 0 0 12716 67 0 0 0 0 0 486 206 0 0 109 0 0 0 361 1606 0 0 0 0 0 0 0 1659 0 0 0 3138 0 0 0 46 0 0 1658 0 59 0 0 7359 3277 11572 10698 0 5821 3373 0 59 51980 340 125 2214 0 23236 0 0 4278 0 46 65 0 0 1568 0 414 0 0 638 
18 2697 54 0 0 3068 0 2426 0 0 6550 1702 593 0 488 0 49 17258 0 0 2034 85 0 0 267 309 0 153 0 0 184 49 0 1565 0 0 0 57 0 0 0 1818 74 0 0 3521 0 42 44 0 0 0 6827 0 0 0 0 5486 620 26958 9206 0 184 2440 0 0 42947 778 0 1379 0 18756 0 0 6631 0 50 4964 0 0 1669 0 534 38 0 3715 
19 447 47 0 0 5097 0 44 0 0 8271 1109 29 1007 695 0 0 31901 134 0 59 0 0 146 540 74 113 129 107 0 53 0 0 2571 0 0 0 0 0 0 0 3492 0 0 0 1751 20 0 0 158 0 0 1357 0 0 0 0 6953 309 13154 7205 0 155 1810 0 0 24665 0 419 3238 0 18119 48 0 6375 49 0 201 0 0 6705 0 393 2452 0 73 
20 56 51 0 0 9378 0 0 0 0 13914 1635 1786 267 436 0 0 33833 0 0 0 0 0 1613 0 0 0 63 1061 0 337 2202 0 862 0 0 0 68 0 0 0 1770 0 0 52 6628 819 0 0 212 0 0 3057 0 40 0 67 6088 1444 14908 339 76 192 2042 57 0 57842 506 521 2012 46 7224 0 0 2664 0 59 68 0 0 1944 0 439 1546 204 148 
21 271 0 0 44 7684 0 0 0 0 11118 3075 1115 0 1632 0 0 37323 139 0 835 1287 0 2302 145 469 0 61 178 0 0 1571 0 1792 0 56 457 241 0 144 0 1848 0 0 0 2548 496 0 48 74 59 0 2233 0 40 0 0 4651 3865 13680 4753 0 0 1336 0 0 69909 474 508 2826 0 1509 0 0 7373 0 5087 110 0 0 496 0 424 6227 0 217 
22 197 42 0 0 11686 0 0 0 0 17120 2098 5253 0 932 0 0 35086 687 0 1425 0 74 1110 292 84 0 207 1094 0 68 0 0 1104 0 0 759 92 0 0 0 4474 42 0 0 2811 157 0 0 86 0 0 122 0 65 0 42 12422 11005 12730 6034 0 261 1349 0 0 92467 129 336 3562 0 11871 0 0 2885 0 202 0 0 0 217 0 728 2205 366 146 
23 56 0 0 0 2131 0 1923 0 0 25316 2761 1714 0 1656 0 0 49102 0 0 2998 0 292 156 0 0 0 0 3838 0 288 80 0 2888 0 0 729 0 0 0 0 385 0 0 0 1386 75 65 1 0 0 0 1088 0 0 0 0 7250 1719 19064 2264 0 80 43 70 0 118615 1156 65 1185 50 4309 0 0 1482 0 65 0 0 0 549 0 208 1859 164 4928 
24 171 0 0 0 12263 0 1965 44 0 31290 5445 287 261 1944 0 0 45584 3104 0 1047 0 0 486 341 88 0 68 2913 0 146 280 0 4527 0 0 2480 0 0 0 0 1835 0 0 0 1715 135 117 0 281 0 0 0 0 109 133 0 10678 1417 10171 5533 0 6187 291 0 0 68761 888 171 252 0 4362 0 0 999 0 259 0 0 0 1252 0 335 298 0 6119 
25 74 0 0 49 14804 0 6522 0 0 31811 3115 2299 493 2823 0 0 40674 0 0 782 0 218 320 139 173 0 294 1293 0 152 1459 0 4396 0 0 639 0 0 0 0 2138 54 0 61 3314 429 51 72 316 0 0 0 0 109 0 76 2202 1135 3207 1477 0 62 118 0 0 51190 634 0 639 0 13790 0 0 808 0 1617 0 0 107 233 0 905 0 0 2290 
26 449 0 0 0 6460 0 3715 0 0 27879 4273 4348 1284 16021 0 0 38750 0 0 2685 0 0 131 0 321 0 128 1265 0 152 0 0 10707 0 0 307 0 0 0 0 1599 0 0 0 2320 214 0 0 148 0 0 0 0 0 192 0 16160 1525 22556 4045 0 2353 0 0 0 53018 2761 367 2296 0 12691 0 0 2378 0 0 0 0 100 81 0 1060 171 0 1312 
27 756 0 0 26 11772 0 96 0 0 28312 3614 2308 246 2985 0 0 41928 1807 75 773 0 0 400 152 66 430 68 9758 0 30 280 0 5217 0 0 438 0 0 0 0 1689 89 49 0 2547 894 61 0 88 0 0 975 0 0 0 0 2903 1363 33836 9905 0 4281 172 68 0 48109 835 332 1631 0 28162 0 0 961 0 850 0 0 0 162 0 827 156 0 78 
28 1597 0 0 0 8899 0 0 0 0 30076 3039 2056 249 1515 72 0 34042 923 0 4279 0 0 473 240 739 535 222 4593 0 351 0 0 2995 65 0 0 0 0 0 0 3218 0 0 0 9218 334 0 77 423 0 71 0 0 0 0 0 5012 0 25973 9774 0 168 634 57 0 67939 957 347 1074 0 14982 0 0 194 0 0 0 13 130 8086 0 500 0 0 0 
29 2082 0 0 0 11789 0 2149 0 0 22635 2186 1652 249 3298 0 0 48749 1270 0 1964 505 0 110 0 580 1285 72 2181 0 578 694 0 3581 0 0 0 0 0 0 0 2083 0 0 0 4844 74 168 80 519 0 0 0 101 0 0 0 4630 0 17678 23001 0 109 50 0 63 131143 2139 231 1568 0 4160 0 0 953 0 0 0 70 497 1838 0 946 0 0 0 
30 2748 0 0 0 15810 120 718 0 64 32313 2177 2536 289 2516 0 0 34415 1236 39 2203 546 19 428 64 322 414 501 3828 0 455 295 0 8748 0 122 0 0 0 0 82 6487 0 0 0 4348 133 0 0 0 0 0 3911 0 70 0 96 2878 470 13833 7312 0 7695 74 0 0 73032 2061 144 0 0 11089 0 0 1105 0 0 0 0 0 0 0 870 0 0 0 
31 1062 0 72 0 7671 76 2575 0 0 26151 2430 4698 2585 4200 0 0 33011 1480 0 0 560 415 134 215 325 401 321 3866 16 1575 737 0 10327 0 0 0 0 0 0 0 3187 81 0 0 1887 170 0 0 309 0 0 0 0 131 0 0 2762 2612 16761 12065 0 565 343 202 0 39155 2685 63 1809 0 6578 0 0 403 0 0 0 0 14 147 0 1151 0 0 67 
32 1762 0 0 0 14688 0 5171 0 0 23875 1615 2896 5429 2419 0 0 32081 351 0 555 520 0 164 738 184 1661 165 7396 0 424 0 0 7484 0 0 146 0 0 0 0 3788 86 0 70 1660 0 0 91 383 0 0 0 0 0 0 0 5710 0 13752 4352 0 5434 0 0 0 33699 1683 73 1466 0 16400 0 82 1383 0 94 0 0 0 3144 0 922 0 0 0 
33 3591 133 0 0 11822 0 1639 0 0 20961 2025 2019 399 6341 0 0 30538 1699 0 970 505 83 242 347 934 809 498 3273 0 490 279 0 6737 0 0 0 0 0 0 0 6552 89 0 0 1330 231 0 0 0 0 0 0 0 120 0 0 1282 166 20528 8392 0 726 76 0 0 26111 1747 171 1483 0 10014 0 0 594 0 0 0 0 0 894 0 979 0 0 0 
34 2788 66 0 0 8151 0 673 0 0 19113 2052 3504 1530 6400 0 76 27394 3532 0 271 1421 0 0 971 824 0 0 5865 0 1750 787 0 8158 0 0 986 0 0 0 0 5066 0 62 0 1829 294 0 0 321 0 0 0 0 0 0 0 11824 0 39751 24578 0 0 67 194 0 32638 734 0 476 0 21950 0 0 112 0 0 0 0 0 45 0 664 0 0 78 
35 3952 0 0 0 10068 0 6169 0 0 19878 1402 2148 514 3362 0 0 28672 1685 0 1161 220 0 0 477 845 0 355 2418 0 338 0 0 11298 0 0 280 0 0 0 0 5784 0 0 0 1750 521 0 0 26 0 0 0 0 214 0 0 6067 235 28599 7672 0 1012 0 74 0 52916 1303 0 1542 0 14850 0 0 4002 0 0 0 0 0 3209 0 1286 0 0 0 
36 1552 0 0 0 10190 0 2920 0 0 18352 579 0 421 5445 0 0 27762 3731 0 2636 0 109 0 0 273 0 0 7528 0 242 2491 0 6384 0 0 0 0 0 0 0 2284 0 0 0 8266 388 0 0 209 0 0 2636 0 0 0 0 7130 187 34577 10165 0 941 0 0 0 71461 0 116 0 0 16026 0 0 4055 0 0 0 0 322 149 0 905 0 0 0 
37 3276 0 0 0 5153 0 568 0 0 18700 1473 0 1207 4890 0 0 15847 706 0 576 0 0 0 110 976 0 234 3459 0 549 1050 0 8532 0 0 425 112 0 0 0 0 85 0 0 4006 0 0 0 547 0 0 0 0 0 90 0 5901 0 33344 7223 0 284 0 119 0 60396 2659 174 2088 0 14057 0 0 465 0 0 0 0 0 189 0 458 115 0 0 
38 3718 90 0 0 6664 0 0 0 97 15009 161 0 946 1573 0 0 12093 3886 0 1100 0 0 0 735 339 0 209 2323 0 213 1683 0 5783 0 0 738 186 0 0 0 3352 0 0 0 4151 488 123 0 977 0 0 0 105 0 0 0 4801 768 48073 6631 0 796 0 0 174 46978 1377 29 379 0 14097 0 0 468 0 0 0 0 0 287 0 390 0 0 0 
39 1106 0 0 0 4157 0 431 0 0 16100 587 1319 2985 2794 0 0 9350 3782 0 588 0 71 184 0 1039 0 92 2188 0 838 1115 0 7126 0 0 147 0 0 0 0 3013 0 0 0 2946 1091 0 0 263 0 0 0 0 0 0 0 9531 0 28735 10137 0 124 0 0 0 65060 3751 0 0 0 17392 0 0 92 0 0 0 0 0 1004 0 534 0 0 0 
40 487 0 0 0 5322 0 0 0 0 13592 0 462 3778 275 0 0 6571 392 0 533 0 132 715 0 1480 0 213 2919 0 2139 2984 0 4773 0 0 471 0 0 0 0 0 0 0 0 2758 343 0 0 121 0 0 0 0 0 0 0 8087 0 40358 15437 0 123 0 0 0 60420 903 0 77 0 23961 0 0 22 0 0 0 0 0 0 0 536 482 0 0 
41 1428 0 0 0 4779 0 0 0 0 14758 0 627 2899 788 0 0 5377 0 0 433 0 0 0 0 3275 0 193 1570 0 977 749 0 1924 0 0 409 0 0 0 0 0 0 0 0 8405 531 0 0 0 0 0 0 0 0 0 0 8584 0 33548 16276 0 0 0 0 0 53495 1775 84 0 0 16752 0 0 0 0 0 0 0 0 153 0 1108 0 0 0 
42 3060 0 0 0 1743 0 0 0 0 7548 185 0 4864 1297 0 0 5426 448 0 0 0 262 0 0 113 0 0 1338 0 1158 0 0 1021 0 0 564 0 0 0 0 1062 0 0 0 5041 14 0 0 0 0 0 0 0 0 0 0 1629 0 19807 11302 0 305 0 0 0 55015 2256 0 400 0 11142 0 0 171 0 0 0 0 13 0 0 1158 0 0 0 
43 748 0 0 0 1127 0 553 0 0 12451 0 0 12069 1632 0 0 7548 0 0 0 0 0 0 0 236 0 188 2449 0 435 196 0 1524 0 0 0 0 0 0 0 0 0 0 0 4829 0 0 0 0 0 0 0 0 0 0 0 10091 0 17604 23393 0 0 0 0 0 33954 990 0 383 0 4060 0 0 0 0 0 0 0 0 0 0 547 0 0 0 
44 0 0 0 0 3549 0 250 0 0 7956 214 0 2561 404 0 0 3888 0 0 0 0 0 0 0 412 457 428 572 0 511 406 0 606 0 0 73 0 0 0 0 97 0 0 0 4213 196 0 0 0 0 0 0 0 0 0 0 2158 0 16138 6305 0 0 0 0 0 36574 2322 0 0 0 4762 0 0 0 0 0 0 0 0 0 0 6143 0 0 0 
45 2446 0 0 0 1794 0 0 0 0 1263 180 0 0 764 0 0 3855 0 0 0 0 0 0 0 0 0 0 921 0 277 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5623 0 0 0 0 0 0 0 0 0 0 0 1980 0 17478 3460 0 0 0 0 0 10996 6625 0 0 0 599 0 0 162 0 0 0 0 0 0 0 1385 0 0 0 
46 518 0 0 0 1190 0 0 0 0 1748 171 0 2227 0 0 0 2134 0 0 0 0 0 0 0 0 293 0 1254 0 162 0 0 361 0 0 108 0 0 0 0 0 0 0 0 1957 196 0 0 0 0 0 0 0 0 0 0 3184 0 8968 4312 0 0 0 0 0 12553 4833 0 0 0 3068 0 0 0 0 0 0 0 0 0 0 799 0 0 0 
47 426 0 0 0 1858 0 0 0 0 413 0 0 567 1058 0 0 3751 554 0 0 0 0 0 0 873 293 65 780 0 529 0 0 225 0 0 109 0 0 0 0 0 0 0 0 1368 0 0 0 166 0 0 0 0 0 570 0 845 0 7342 4224 0 0 0 0 0 6366 4315 0 0 0 548 0 0 0 0 0 0 0 0 0 0 344 0 0 0 
48 0 0 0 0 0 0 228 0 0 677 0 0 0 410 0 0 636 0 0 0 0 0 0 0 1752 0 150 1038 0 0 0 0 170 0 0 0 0 0 0 0 0 0 0 0 1264 332 0 0 0 0 0 0 0 0 0 0 479 0 8479 2085 0 0 0 0 0 2945 4260 0 0 0 51 0 0 0 0 0 0 0 0 0 0 843 0 0 0 
49 0 0 0 0 393 0 0 0 0 1028 0 0 0 437 0 0 276 0 0 0 0 0 0 0 1013 0 0 511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1500 199 0 0 0 0 0 0 0 0 0 0 2107 0 6231 1522 0 0 0 0 0 2600 2860 0 0 0 195 0 0 0 0 0 0 0 0 0 0 79 0 0 0 
50 0 0 0 0 0 0 65 0 0 428 0 0 0 624 0 0 406 0 0 0 0 0 0 0 388 0 85 0 0 0 0 0 0 0 0 0 0 0 0 102 0 0 0 0 867 225 0 0 0 0 0 0 0 0 0 0 1220 0 6285 553 0 0 0 0 0 3409 380 0 0 0 0 0 0 0 0 0 0 0 0 0 0 594 0 0 0 
51 0 0 0 0 0 0 0 0 0 496 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 946 0 0 0 0 0 0 0 0 0 0 0 660 0 2019 615 0 0 0 0 0 2262 154 0 0 0 0 0 0 0 0 0 0 0 0 0 0 165 0 0 0 
52 0 0 0 0 0 0 0 0 0 241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 194 0 1815 465 0 0 0 0 0 1347 274 0 0 0 0 0 0 0 0 0 0 0 0 0 0 221 0 0 0 
53 0 0 0 0 0 0 0 0 0 178 0 0 0 320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1375 0 0 0 0 0 0 0 0 0 0 0 0 0 516 671 0 0 0 0 0 488 1619 0 0 0 279 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
