seq_id,aln_start,aln_end,env_start,env_end,hmm_acc,hmm_name,type,hmm_start,hmm_end,hmm_length,score,evalue,significance,clan
g29441.t1,2,118,2,118,PF20147.5,Crinkler,Domain,1,106,106,73.9,2e-20,1,CL0072
g29442.t1,3,134,3,134,PF20147.5,Crinkler,Domain,1,106,106,56.6,4.7e-15,1,CL0072
g29444.t1,168,256,168,257,PF05699.19,Dimer_Tnp_hAT,Domain,1,83,84,47.5,1.5e-12,1,No_Clan
g29445.t1,18,171,5,173,PF08326.17,ACC_central,Family,578,724,726,107.7,6.7e-31,1,No_Clan
g29445.t1,279,614,278,621,PF01039.27,Carboxyl_trans,Family,2,319,493,237.3,3.7e-70,1,CL0127
g29445.t1,620,694,617,704,PF01039.27,Carboxyl_trans,Family,344,415,493,52.3,4.6e-14,1,CL0127
g29458.t1,75,111,72,111,PF22748.1,PexRD54_WY,Domain,6,42,42,35.3,1e-08,1,CL0807
g29458.t1,250,288,248,289,PF22748.1,PexRD54_WY,Domain,3,41,42,30.3,3.8e-07,1,CL0807
g29463.t1,169,320,169,320,PF13359.12,DDE_Tnp_4,Domain,1,158,158,117.5,5.3e-34,1,CL0219
g29467.t1,73,109,69,109,PF22748.1,PexRD54_WY,Domain,6,42,42,35.2,1.1e-08,1,CL0807
g29468.t1,75,111,72,111,PF22748.1,PexRD54_WY,Domain,6,42,42,34.2,2.2e-08,1,CL0807
g29468.t1,253,289,249,290,PF22748.1,PexRD54_WY,Domain,5,41,42,33.5,3.7e-08,1,CL0807
g29470.t1,49,94,45,94,PF07648.20,Kazal_2,Domain,5,48,48,43.1,4.5e-11,1,CL0005
g29470.t1,125,165,122,165,PF07648.20,Kazal_2,Domain,5,48,48,32.6,8.2e-08,1,CL0005
g29470.t1,189,233,189,233,PF07648.20,Kazal_2,Domain,1,48,48,39.5,5.9e-10,1,CL0005
g29470.t1,259,300,246,300,PF00050.26,Kazal_1,Domain,9,49,49,35.7,8.4e-09,1,CL0005
g29471.t1,19,81,4,85,PF01541.30,GIY-YIG,Domain,13,74,78,50.1,3.3e-13,1,CL0418
g29471.t1,170,238,170,239,PF21202.3,SLX1_C,Domain,1,64,65,33.6,4.8e-08,1,CL0229
g29472.t1,12,87,8,87,PF18265.6,Nas2_N,Domain,5,79,79,78.0,4.9e-22,1,No_Clan
g29473.t1,28,146,28,146,PF00411.24,Ribosomal_S11,Family,1,110,110,156.5,3.7e-46,1,CL0267
g29475.t1,1552,1871,1537,1873,PF00375.23,SDF,Family,111,385,387,32.2,7.5e-08,1,No_Clan
g29476.t1,36,185,32,189,PF06237.18,SLC52_ribofla_tr,Family,5,162,429,91.3,8.8e-26,1,CL0015
g29476.t1,189,445,186,453,PF06237.18,SLC52_ribofla_tr,Family,189,421,429,70.2,2.1e-19,1,CL0015
g29478.t1,72,109,68,109,PF22748.1,PexRD54_WY,Domain,5,42,42,31.8,1.2e-07,1,CL0807
g29478.t1,253,288,248,289,PF22748.1,PexRD54_WY,Domain,6,41,42,32.2,9.3e-08,1,CL0807
g29478.t1,392,432,392,432,PF22748.1,PexRD54_WY,Domain,1,41,42,31.2,2e-07,1,CL0807
g29479.t1,2324,2713,2283,2713,PF02010.21,REJ,Family,42,452,452,215.6,1.3e-63,1,CL0159
g29479.t1,3130,3170,3130,3171,PF01825.27,GPS,Motif,1,43,45,33.1,7.6e-08,1,CL0661
g29480.t1,3,44,1,45,PF11789.14,zf-Nse,Domain,13,55,57,28.1,1.8e-06,1,CL0229
g29480.t1,77,142,76,143,PF08606.16,Prp19,Domain,2,67,68,112.0,1.3e-32,1,No_Clan
g29480.t1,252,288,251,289,PF00400.38,WD40,Repeat,2,38,39,33.9,3.9e-08,1,CL0186
g29480.t1,398,433,395,433,PF00400.38,WD40,Repeat,4,39,39,39.5,6.5e-10,1,CL0186
g29480.t1,489,525,488,526,PF00400.38,WD40,Repeat,2,38,39,32.9,7.7e-08,1,CL0186
g29481.t1,116,466,116,467,PF13868.11,TPH,Coiled-coil,1,351,352,171.5,2.3e-50,1,No_Clan
g29482.t1,7,280,4,283,PF10277.15,Frag1,Family,4,216,220,49.5,4.9e-13,1,CL0412
g29483.t1,82,393,82,395,PF00295.23,Glyco_hydro_28,Repeat,1,322,324,249.7,5.1e-74,1,CL0268
g29484.t1,29,339,29,342,PF00295.23,Glyco_hydro_28,Repeat,1,321,324,230.1,4.4e-68,1,CL0268
g29485.t1,62,375,62,375,PF00295.23,Glyco_hydro_28,Repeat,1,324,324,253.5,3.5e-75,1,CL0268
g29486.t1,161,313,160,314,PF00295.23,Glyco_hydro_28,Repeat,171,323,324,106.9,1.4e-30,1,CL0268
g29487.t1,49,362,49,362,PF00295.23,Glyco_hydro_28,Repeat,1,324,324,249.9,4.4e-74,1,CL0268
g29488.t1,72,376,72,383,PF00295.23,Glyco_hydro_28,Repeat,1,314,324,247.7,2e-73,1,CL0268
g29489.t1,72,376,72,383,PF00295.23,Glyco_hydro_28,Repeat,1,314,324,247.7,2e-73,1,CL0268
g29490.t1,72,373,72,383,PF00295.23,Glyco_hydro_28,Repeat,1,311,324,244.9,1.4e-72,1,CL0268
g29491.t1,82,381,82,393,PF00295.23,Glyco_hydro_28,Repeat,1,309,324,239.0,8.7e-71,1,CL0268
g29492.t1,36,336,36,347,PF00295.23,Glyco_hydro_28,Repeat,1,310,324,232.0,1.2e-68,1,CL0268
g29493.t1,86,385,86,398,PF00295.23,Glyco_hydro_28,Repeat,1,309,324,253.6,3.3e-75,1,CL0268
g29493.t2,86,309,86,309,PF00295.23,Glyco_hydro_28,Repeat,1,232,324,197.4,4.2e-58,1,CL0268
g29499.t1,49,354,49,361,PF00295.23,Glyco_hydro_28,Repeat,1,317,324,238.8,1e-70,1,CL0268
g29500.t1,48,356,48,360,PF00295.23,Glyco_hydro_28,Repeat,1,320,324,240.6,2.9e-71,1,CL0268
g29502.t1,576,737,576,737,PF00078.32,RVT_1,Domain,1,205,205,122.0,3.4e-35,1,CL0027
g29502.t1,826,928,825,928,PF17917.7,RT_RNaseH,Domain,2,105,105,123.4,5.2e-36,1,CL0219
g29503.t1,216,274,216,275,PF17921.7,Integrase_H2C2,Domain,1,58,59,63.2,2.4e-17,1,CL0361
g29503.t1,292,387,290,387,PF00665.32,rve,Domain,5,102,102,35.8,1e-08,1,CL0219
g29504.t1,48,360,48,361,PF00295.23,Glyco_hydro_28,Repeat,1,323,324,246.6,4.4e-73,1,CL0268
g29505.t1,48,361,48,361,PF00295.23,Glyco_hydro_28,Repeat,1,324,324,254.9,1.3e-75,1,CL0268
g29506.t1,31,343,31,343,PF00295.23,Glyco_hydro_28,Repeat,1,324,324,258.9,8.1e-77,1,CL0268
g29507.t1,119,425,119,431,PF00295.23,Glyco_hydro_28,Repeat,1,318,324,258.1,1.4e-76,1,CL0268
g29507.t2,121,427,121,433,PF00295.23,Glyco_hydro_28,Repeat,1,318,324,258.0,1.4e-76,1,CL0268
g29509.t1,442,510,440,512,PF13499.12,EF-hand_7,Domain,3,65,67,40.4,3.7e-10,1,CL0220
g29511.t1,195,325,195,325,PF01794.24,Ferric_reduct,Family,1,121,121,84.6,7.2e-24,1,CL0328
g29511.t1,362,456,355,458,PF08022.18,FAD_binding_8,Domain,9,107,109,56.7,2.9e-15,1,CL0866
g29511.t1,464,738,464,742,PF08030.17,NAD_binding_6,Domain,1,152,156,57.0,3e-15,1,CL0091
g29512.t1,6,118,5,119,PF00168.36,C2,Domain,2,103,104,68.2,8e-19,1,CL0154
g29512.t1,166,258,165,283,PF00168.36,C2,Domain,2,97,104,62.9,3.5e-17,1,CL0154
g29512.t1,366,471,363,486,PF00168.36,C2,Domain,6,91,104,34.5,2.4e-08,1,CL0154
g29512.t1,715,815,714,820,PF00168.36,C2,Domain,2,99,104,30.3,5.1e-07,1,CL0154
g29536.t1,210,340,210,340,PF01794.24,Ferric_reduct,Family,1,121,121,83.5,1.6e-23,1,CL0328
g29536.t1,377,472,370,473,PF08022.18,FAD_binding_8,Domain,9,108,109,59.5,3.9e-16,1,CL0866
g29536.t1,479,754,479,757,PF08030.17,NAD_binding_6,Domain,1,153,156,44.7,1.8e-11,1,CL0091
g29540.t1,1,176,1,176,PF12774.13,AAA_6,Domain,26,201,327,240.2,3.7e-71,1,CL0023
g29541.t1,1,163,1,164,PF08393.18,DHC_N2,Family,152,315,403,177.4,5.6e-52,1,No_Clan
g29543.t1,216,346,216,346,PF01794.24,Ferric_reduct,Family,1,121,121,84.3,8.8e-24,1,CL0328
g29543.t1,383,477,376,479,PF08022.18,FAD_binding_8,Domain,9,107,109,56.2,4.1e-15,1,CL0866
g29543.t1,485,759,485,763,PF08030.17,NAD_binding_6,Domain,1,152,156,55.6,8.2e-15,1,CL0091
g29544.t1,166,294,165,296,PF01794.24,Ferric_reduct,Family,2,119,121,80.1,1.8e-22,1,CL0328
g29544.t1,342,423,326,424,PF08022.18,FAD_binding_8,Domain,18,108,109,49.7,4.1e-13,1,CL0866
g29546.t1,526,561,526,566,PF00569.23,ZZ,Domain,1,36,45,35.0,1.2e-08,1,CL0229
g29548.t1,117,375,116,375,PF03372.29,Exo_endo_phos,Domain,2,225,225,89.5,3.3e-25,1,CL0530
g29566.t1,101,240,97,248,PF08123.19,DOT1,Domain,8,149,205,42.2,8.3e-11,1,CL0063
g29571.t1,42,83,41,86,PF02042.20,RWP-RK,Family,2,44,49,39.7,4.4e-10,1,No_Clan
g29573.t1,67,110,65,110,PF02892.21,zf-BED,Domain,3,44,44,30.1,4.6e-07,1,CL0361
g29573.t1,867,947,866,949,PF05699.19,Dimer_Tnp_hAT,Domain,2,81,84,40.0,3.4e-10,1,No_Clan
g29574.t1,82,127,81,127,PF02042.20,RWP-RK,Family,2,48,49,48.6,7.5e-13,1,No_Clan
g29578.t1,636,721,630,721,PF13975.11,gag-asp_proteas,Domain,8,92,92,29.3,1.3e-06,1,CL0129
g29578.t1,989,1149,989,1149,PF00078.32,RVT_1,Domain,1,205,205,106.2,2.4e-30,1,CL0027
g29578.t1,1237,1346,1237,1347,PF17917.7,RT_RNaseH,Domain,1,104,105,96.7,1.1e-27,1,CL0219
g29580.t1,82,127,81,127,PF02042.20,RWP-RK,Family,2,48,49,48.6,7.5e-13,1,No_Clan
g29581.t1,635,689,605,689,PF00887.24,ACBP,Domain,23,76,76,42.2,8.8e-11,1,CL0632
g29581.t1,1216,1431,1197,1438,PF07064.18,RIC1,Family,35,238,250,72.8,3.7e-20,1,No_Clan
g29582.t1,42,107,41,107,PF01722.23,BolA,Family,2,76,76,62.1,6.2e-17,1,No_Clan
g29583.t1,44,109,38,110,PF00156.33,Pribosyltran,Domain,11,64,158,28.5,1e-06,1,CL0533
g29583.t1,110,170,109,171,PF00156.33,Pribosyltran,Domain,95,157,158,32.4,6.6e-08,1,CL0533
g29601.t1,42,83,41,86,PF02042.20,RWP-RK,Family,2,44,49,39.7,4.4e-10,1,No_Clan
g29603.t1,67,110,65,110,PF02892.21,zf-BED,Domain,3,44,44,30.2,4.5e-07,1,CL0361
g29603.t1,846,926,845,928,PF05699.19,Dimer_Tnp_hAT,Domain,2,81,84,40.0,3.3e-10,1,No_Clan
g29604.t1,82,127,81,127,PF02042.20,RWP-RK,Family,2,48,49,48.6,7.5e-13,1,No_Clan
g29606.t1,82,127,81,127,PF02042.20,RWP-RK,Family,2,48,49,48.6,7.5e-13,1,No_Clan
g29607.t1,635,689,605,689,PF00887.24,ACBP,Domain,23,76,76,42.2,8.8e-11,1,CL0632
g29607.t1,1217,1431,1199,1438,PF07064.18,RIC1,Family,36,238,250,72.7,4e-20,1,No_Clan
g29608.t1,42,107,41,107,PF01722.23,BolA,Family,2,76,76,62.1,6.2e-17,1,No_Clan
g29609.t1,44,197,38,198,PF00156.33,Pribosyltran,Domain,11,157,158,94.9,4e-27,1,CL0533
g29611.t1,74,120,72,120,PF02042.20,RWP-RK,Family,3,49,49,70.7,9.2e-20,1,No_Clan
g29618.t1,102,160,100,162,PF03221.22,HTH_Tnp_Tc5,Domain,5,64,66,39.8,4.2e-10,1,CL0123
g29618.t1,207,401,207,401,PF03184.25,DDE_1,Family,1,177,177,54.8,1.1e-14,1,CL0219
g29626.t1,493,616,492,616,PF13456.12,RVT_3,Domain,2,123,123,72.4,3.8e-20,1,CL0219
g29626.t1,966,1199,966,1229,PF00078.32,RVT_1,Domain,1,194,205,78.0,1e-21,1,CL0027
g29640.t1,343,466,342,466,PF13456.12,RVT_3,Domain,2,123,123,66.6,2.5e-18,1,CL0219
g29640.t1,907,1168,906,1170,PF00078.32,RVT_1,Domain,2,203,205,85.2,6.3e-24,1,CL0027
g29643.t1,458,581,457,581,PF13456.12,RVT_3,Domain,2,123,123,70.0,2.2e-19,1,CL0219
g29643.t1,1029,1289,1028,1305,PF00078.32,RVT_1,Domain,2,202,205,81.0,1.2e-22,1,CL0027
g29645.t1,678,801,677,801,PF13456.12,RVT_3,Domain,2,123,123,66.8,2.1e-18,1,CL0219
g29645.t1,1263,1495,1262,1534,PF00078.32,RVT_1,Domain,2,203,205,81.4,9.3e-23,1,CL0027
g29646.t1,368,491,367,491,PF13456.12,RVT_3,Domain,2,123,123,73.8,1.4e-20,1,CL0219
g29646.t1,862,1052,838,1083,PF00078.32,RVT_1,Domain,36,194,205,64.4,1.5e-17,1,CL0027
g29648.t1,470,593,469,593,PF13456.12,RVT_3,Domain,2,123,123,70.8,1.2e-19,1,CL0219
g29648.t1,1029,1289,1027,1291,PF00078.32,RVT_1,Domain,3,203,205,84.1,1.4e-23,1,CL0027
g29650.t1,193,427,193,464,PF00078.32,RVT_1,Domain,1,194,205,79.9,2.6e-22,1,CL0027
g29654.t1,177,300,176,300,PF13456.12,RVT_3,Domain,2,123,123,71.5,7.1e-20,1,CL0219
g29654.t1,736,958,734,969,PF00078.32,RVT_1,Domain,3,192,205,81.0,1.2e-22,1,CL0027
g29657.t1,833,956,832,956,PF13456.12,RVT_3,Domain,2,123,123,70.1,2e-19,1,CL0219
g29657.t1,1392,1652,1390,1654,PF00078.32,RVT_1,Domain,3,203,205,82.3,4.7e-23,1,CL0027
g29658.t1,803,926,802,926,PF13456.12,RVT_3,Domain,2,123,123,70.1,1.9e-19,1,CL0219
g29658.t1,1339,1599,1337,1601,PF00078.32,RVT_1,Domain,3,203,205,82.4,4.5e-23,1,CL0027
g29659.t1,597,720,596,720,PF13456.12,RVT_3,Domain,2,123,123,82.7,2.5e-23,1,CL0219
g29659.t1,1085,1348,1085,1350,PF00078.32,RVT_1,Domain,1,203,205,85.4,5.5e-24,1,CL0027
g29661.t1,832,955,831,955,PF13456.12,RVT_3,Domain,2,123,123,70.1,2e-19,1,CL0219
g29661.t1,1391,1651,1389,1652,PF00078.32,RVT_1,Domain,3,203,205,81.7,7.3e-23,1,CL0027
g29664.t1,325,448,324,448,PF13456.12,RVT_3,Domain,2,123,123,74.7,7.6e-21,1,CL0219
g29666.t1,111,303,87,343,PF00078.32,RVT_1,Domain,36,194,205,65.7,6e-18,1,CL0027
g29668.t1,742,865,741,865,PF13456.12,RVT_3,Domain,2,123,123,74.9,6.5e-21,1,CL0219
g29669.t1,51,243,50,243,PF05630.16,NPP1,Family,2,197,197,265.4,5.1e-79,1,No_Clan
g29672.t1,1,322,1,322,PF01263.26,Aldose_epim,Family,11,299,299,205.0,2.1e-60,1,CL0103
g29673.t1,41,231,39,231,PF05630.16,NPP1,Family,3,197,197,241.2,1.2e-71,1,No_Clan
g29674.t1,33,99,27,99,PF05630.16,NPP1,Family,129,197,197,69.0,7.5e-19,1,No_Clan
g29677.t1,40,166,38,167,PF05630.16,NPP1,Family,3,130,197,193.4,5.8e-57,1,No_Clan
g29678.t1,40,231,39,231,PF05630.16,NPP1,Family,2,197,197,245.2,7.6e-73,1,No_Clan
g29680.t1,22,105,17,105,PF00964.22,Elicitin,Domain,1,88,88,82.4,2.3e-23,1,No_Clan
g29681.t1,26,109,26,109,PF00964.22,Elicitin,Domain,1,88,88,86.4,1.3e-24,1,No_Clan
g29682.t1,22,104,21,104,PF00964.22,Elicitin,Domain,2,88,88,81.4,4.6e-23,1,No_Clan
g29682.t1,133,216,133,216,PF00964.22,Elicitin,Domain,1,88,88,66.5,2e-18,1,No_Clan
g29682.t1,253,336,253,336,PF00964.22,Elicitin,Domain,1,88,88,67.1,1.4e-18,1,No_Clan
g29682.t1,375,458,375,458,PF00964.22,Elicitin,Domain,1,88,88,83.1,1.4e-23,1,No_Clan
g29682.t1,497,580,497,580,PF00964.22,Elicitin,Domain,1,88,88,79.4,1.9e-22,1,No_Clan
g29682.t1,619,702,619,702,PF00964.22,Elicitin,Domain,1,88,88,81.3,5.1e-23,1,No_Clan
g29695.t1,44,488,19,488,PF05602.17,CLPTM1,Family,24,434,434,296.9,3.3e-88,1,No_Clan
g29695.t2,28,472,3,472,PF05602.17,CLPTM1,Family,24,434,434,297.0,3e-88,1,No_Clan
g29696.t1,24,86,23,86,PF15459.11,RRP14,Family,2,62,62,49.6,6e-13,1,No_Clan
g29696.t1,157,336,136,348,PF04935.17,SURF6,Family,10,189,196,78.0,1.1e-21,1,No_Clan
g29697.t1,7,71,4,71,PF00631.27,G-gamma,Domain,5,69,69,50.5,2.1e-13,1,No_Clan
g29698.t1,72,275,72,276,PF00350.29,Dynamin_N,Domain,1,167,168,88.2,7.6e-25,1,CL0023
g29702.t1,10,273,10,273,PF00069.31,Pkinase,Domain,1,263,263,230.3,3.4e-68,1,CL0016
g29702.t1,767,848,762,850,PF21127.3,ATG1-like_MIT2,Domain,7,93,95,38.1,1.9e-09,1,CL0745
g29707.t1,20,100,18,100,PF00964.22,Elicitin,Domain,1,88,88,61.5,7.6e-17,1,No_Clan
g29710.t1,133,170,124,171,PF04588.18,HIG_1_N,Family,16,51,52,27.5,3.4e-06,1,No_Clan
g29711.t1,88,240,88,240,PF00005.33,ABC_tran,Domain,1,137,137,97.1,1.6e-27,1,CL0023
g29711.t1,269,325,269,344,PF19055.6,ABC2_membrane_7,Family,1,58,410,34.1,1.8e-08,1,CL0181
g29711.t1,376,578,376,581,PF01061.29,ABC2_membrane,Domain,1,208,211,117.8,5.9e-34,1,CL0181
g29712.t1,76,228,76,228,PF00005.33,ABC_tran,Domain,1,137,137,98.0,8.8e-28,1,CL0023
g29712.t1,257,312,257,321,PF19055.6,ABC2_membrane_7,Family,1,57,410,31.3,1.3e-07,1,CL0181
g29712.t1,364,566,364,569,PF01061.29,ABC2_membrane,Domain,1,208,211,118.0,5.3e-34,1,CL0181
g29713.t1,121,273,121,273,PF00005.33,ABC_tran,Domain,1,137,137,99.8,2.5e-28,1,CL0023
g29713.t1,302,357,302,367,PF19055.6,ABC2_membrane_7,Family,1,57,410,30.4,2.4e-07,1,CL0181
g29713.t1,409,611,409,614,PF01061.29,ABC2_membrane,Domain,1,208,211,117.7,6.5e-34,1,CL0181
g29714.t1,1,137,1,137,PF00005.33,ABC_tran,Domain,17,137,137,82.3,6.2e-23,1,CL0023
g29714.t1,166,221,166,231,PF19055.6,ABC2_membrane_7,Family,1,57,410,30.8,1.8e-07,1,CL0181
g29714.t1,273,475,273,478,PF01061.29,ABC2_membrane,Domain,1,208,211,118.4,4.1e-34,1,CL0181
g29715.t1,26,219,26,220,PF00009.33,GTP_EFTU,Domain,1,187,188,213.1,3.2e-63,1,CL0023
g29715.t1,243,312,243,312,PF03144.31,GTP_EFTU_D2,Domain,1,73,73,69.1,4.2e-19,1,CL0866
g29715.t1,316,410,316,411,PF03143.23,GTP_EFTU_D3,Domain,1,105,106,126.3,7.3e-37,1,CL0740
g29716.t1,250,500,250,501,PF07714.23,PK_Tyr_Ser-Thr,Domain,1,257,258,231.7,1.1e-68,1,CL0016
g29720.t1,10,32,9,32,PF01754.22,zf-A20,Family,2,24,24,34.4,2e-08,1,CL0839
g29720.t1,93,129,93,130,PF01428.22,zf-AN1,Family,1,39,40,39.3,7e-10,1,CL0229
g29721.t1,26,263,26,263,PF06966.17,DUF1295,Family,1,235,235,228.9,7.4e-68,1,CL0115
g29722.t1,35,221,35,223,PF02492.25,cobW,Domain,1,178,180,98.9,3.1e-28,1,CL0023
g29722.t1,296,375,296,395,PF07683.19,CobW_C,Domain,1,82,94,41.1,1.6e-10,1,CL0832
g29723.t1,32,78,30,78,PF01679.22,Pmp3,Family,3,49,49,79.1,2.3e-22,1,No_Clan
g29724.t1,4,210,4,211,PF07264.16,EI24,Family,1,197,199,78.0,1.4e-21,1,No_Clan
g29725.t1,3,206,3,206,PF07264.16,EI24,Family,1,198,199,68.4,1.2e-18,1,No_Clan
g29726.t1,4,211,4,211,PF07264.16,EI24,Family,1,198,199,78.6,8.5e-22,1,No_Clan
g29727.t1,4,211,4,211,PF07264.16,EI24,Family,1,198,199,77.6,1.8e-21,1,No_Clan
g29728.t1,4,210,4,211,PF07264.16,EI24,Family,1,197,199,81.0,1.6e-22,1,No_Clan
g29732.t1,21,62,20,63,PF01585.28,G-patch,Family,2,43,45,52.5,4.5e-14,1,CL0449
g29744.t1,260,495,255,495,PF20434.4,BD-FAE,Family,9,215,215,82.0,5.5e-23,1,CL0028
g29747.t1,9,75,7,102,PF09420.15,Nop16,Family,5,71,210,35.2,1.7e-08,1,No_Clan
g29747.t1,99,151,93,152,PF09420.15,Nop16,Family,157,209,210,55.3,1.2e-14,1,No_Clan
g29751.t1,208,346,207,363,PF01170.24,UPF0020,Domain,3,141,197,41.8,1.2e-10,1,CL0063
g29752.t1,10,32,9,32,PF01754.22,zf-A20,Family,2,24,24,34.4,2e-08,1,CL0839
g29752.t1,95,131,95,132,PF01428.22,zf-AN1,Family,1,39,40,39.1,7.5e-10,1,CL0229
g29763.t1,1589,1828,1588,1828,PF03372.29,Exo_endo_phos,Domain,2,225,225,43.1,5e-11,1,CL0530
g29763.t1,2106,2363,2104,2364,PF00078.32,RVT_1,Domain,3,204,205,99.0,3.8e-28,1,CL0027
g29764.t1,26,109,26,109,PF00964.22,Elicitin,Domain,1,88,88,86.4,1.3e-24,1,No_Clan
g29765.t1,22,105,17,105,PF00964.22,Elicitin,Domain,1,88,88,82.4,2.3e-23,1,No_Clan
g29767.t1,40,231,39,231,PF05630.16,NPP1,Family,2,197,197,245.2,7.9e-73,1,No_Clan
g29768.t1,40,231,38,231,PF05630.16,NPP1,Family,3,197,197,275.8,3.3e-82,1,No_Clan
g29769.t1,41,231,39,231,PF05630.16,NPP1,Family,3,197,197,243.2,3.1e-72,1,No_Clan
g29770.t1,1,322,1,322,PF01263.26,Aldose_epim,Family,11,299,299,201.4,2.7e-59,1,CL0103
g29775.t1,204,348,203,361,PF13359.12,DDE_Tnp_4,Domain,2,143,158,124.0,5.4e-36,1,CL0219
g4020.t1,8,220,7,275,PF05368.19,NmrA,Family,2,232,236,110.8,8.7e-32,1,CL0063
g4025.t1,8,220,7,275,PF05368.19,NmrA,Family,2,232,236,110.3,1.2e-31,1,CL0063
g4028.t1,8,220,7,275,PF05368.19,NmrA,Family,2,232,236,110.9,8.4e-32,1,CL0063
g4032.t1,8,220,7,275,PF05368.19,NmrA,Family,2,232,236,110.7,9.1e-32,1,CL0063
g4033.t2,8,220,7,275,PF05368.19,NmrA,Family,2,232,236,110.8,8.7e-32,1,CL0063
g4058.t1,9,171,4,173,PF00883.26,Peptidase_M17,Domain,147,308,310,160.7,6.5e-47,1,CL0865
g4059.t1,1,73,1,96,PF16810.10,RXLR,Family,1,77,141,31.6,2.4e-07,1,CL0807
g4061.t1,432,506,429,511,PF12796.13,Ank_2,Repeat,4,84,90,30.5,5.2e-07,1,CL0465
g4062.t1,75,116,71,122,PF10258.14,PHAX_RNA-bd,Domain,6,47,84,30.5,3.5e-07,1,No_Clan
g4062.t1,139,168,134,170,PF10258.14,PHAX_RNA-bd,Domain,51,82,84,29.5,7.1e-07,1,No_Clan
g4067.t1,186,349,185,349,PF13359.12,DDE_Tnp_4,Domain,2,158,158,79.8,2.1e-22,1,CL0219
g4068.t1,581,738,580,738,PF00078.32,RVT_1,Domain,2,205,205,96.6,2e-27,1,CL0027
g4068.t1,826,922,826,922,PF17917.7,RT_RNaseH,Domain,1,105,105,88.5,3.6e-25,1,CL0219
g4068.t1,1019,1074,1019,1076,PF17921.7,Integrase_H2C2,Domain,1,57,59,51.1,1.4e-13,1,CL0361
g4068.t1,1095,1188,1093,1188,PF00665.32,rve,Domain,4,102,102,36.2,7.5e-09,1,CL0219
g4068.t2,210,367,209,367,PF00078.32,RVT_1,Domain,2,205,205,97.3,1.2e-27,1,CL0027
g4068.t2,455,551,455,551,PF17917.7,RT_RNaseH,Domain,1,105,105,89.1,2.3e-25,1,CL0219
g4068.t2,648,703,648,705,PF17921.7,Integrase_H2C2,Domain,1,57,59,51.6,9.6e-14,1,CL0361
g4068.t2,724,817,722,817,PF00665.32,rve,Domain,4,102,102,36.7,4.9e-09,1,CL0219
g4074.t1,333,473,325,495,PF08123.19,DOT1,Domain,24,166,205,59.5,4.1e-16,1,CL0063
g4075.t1,450,756,425,756,PF13843.12,DDE_Tnp_1_7,Domain,70,349,349,128.7,4.1e-37,1,CL0219
g4077.t1,30,164,30,166,PF03188.21,Cytochrom_B561,Family,1,135,137,54.9,1.3e-14,1,CL0328
g4078.t1,34,163,34,168,PF03188.21,Cytochrom_B561,Family,1,130,137,52.5,7.4e-14,1,CL0328
g4079.t1,233,301,232,311,PF21056.3,ZSWIM1-3_RNaseH-like,Domain,2,71,128,93.8,1e-26,1,CL0219
g4080.t1,1,111,1,121,PF16810.10,RXLR,Family,1,90,141,32.3,1.5e-07,1,CL0807
g4081.t1,37,106,36,107,PF00240.29,ubiquitin,Domain,2,71,72,58.5,5.6e-16,1,CL0072
g4083.t1,15,178,13,181,PF01590.32,GAF,Domain,3,127,133,31.2,3.4e-07,1,CL0161
g4083.t1,217,373,215,373,PF01590.32,GAF,Domain,3,133,133,60.9,2.4e-16,1,CL0161
g4095.t1,85,409,85,410,PF02129.24,Peptidase_S15,Family,1,261,262,113.1,2.4e-32,1,CL0028
g4095.t1,450,686,447,687,PF08530.16,PepX_C,Domain,4,216,217,70.2,3.1e-19,1,CL0202
g4098.t2,750,810,745,810,PF13499.12,EF-hand_7,Domain,8,67,67,31.8,1.8e-07,1,CL0220
g4099.t1,343,421,343,421,PF02020.24,W2,Repeat,1,79,79,60.7,1.4e-16,1,CL0020
g4106.t1,33,194,33,196,PF00160.26,Pro_isomerase,Domain,1,157,159,170.6,3.9e-50,1,CL0475
g4107.t1,6,117,5,119,PF11527.13,ARL2_Bind_BART,Family,2,114,116,75.9,3.5e-21,1,No_Clan
g4108.t1,39,483,19,483,PF00171.27,Aldedh,Family,23,461,461,233.8,3.8e-69,1,CL0099
g4110.t1,83,204,73,210,PF00122.25,E1-E2_ATPase,Family,9,100,181,43.0,4.5e-11,1,No_Clan
g4112.t1,81,414,81,415,PF00225.29,Kinesin,Domain,1,326,327,291.4,9.6e-87,1,CL0023
g4113.t1,140,326,139,326,PF10274.15,ParcG,Repeat,2,183,183,179.7,8.3e-53,1,CL0020
g4114.t1,761,799,761,802,PF05186.18,Dpy-30,Motif,1,39,42,48.6,6.4e-13,1,CL0068
g4115.t1,23,267,23,268,PF03345.20,OST48_N,Domain,1,245,246,195.9,8.7e-58,1,CL0014
g4115.t1,316,443,307,445,PF23358.1,OST48_MD,Domain,10,143,145,169.7,4.8e-50,1,CL0159
g4116.t1,85,445,85,445,PF00225.29,Kinesin,Domain,1,327,327,326.0,2.8e-97,1,CL0023
g4130.t1,736,821,730,821,PF13975.11,gag-asp_proteas,Domain,8,92,92,28.5,2.2e-06,1,CL0129
g4130.t1,1089,1249,1089,1249,PF00078.32,RVT_1,Domain,1,205,205,105.2,4.9e-30,1,CL0027
