,chr,start,end,zoospore,germinating cyst,mycelia_48h,mycelia_96,Early infection,Late infection,compartment
g15360,HiC_scaffold_2,875418,877107,0.067067304,0.240389713,0.56815668,0.98058849,0.795850696,1.194033313,B
g15361,HiC_scaffold_2,878611,879273,0,0,0.669264051,0.356901712,0.600222869,1.088732669,B
g15362,HiC_scaffold_2,885648,886155,1.95124422,0,1.125254259,1.250632777,1.326683518,0.836875216,B
g15363,HiC_scaffold_2,886595,888654,3.284552277,1.244857892,1.689352106,1.199576825,1.086611503,0.847671143,B
g15364,HiC_scaffold_2,889586,889893,2.401999022,2.392147776,3.256352282,0.816100268,0.214040139,1.894638705,B
g15365,HiC_scaffold_2,889912,890485,1.717371998,1.05926464,1.738876473,0.530175481,0.286116701,1.018770318,B
g15366,HiC_scaffold_2,893858,898896,0,0.008604062,0.00754297,0,0.005769182,0,B
g15367,HiC_scaffold_2,899343,899874,0.073296371,0,0,0,0,0,B
g15368,HiC_scaffold_2,900685,901518,5.777284901,2.139351999,1.623011829,2.249814485,2.823147424,3.180023472,B
g15369,HiC_scaffold_2,901655,904262,2.649613932,2.910695399,2.521223126,3.4877736,3.838557046,8.636108356,B
g15370,HiC_scaffold_2,905572,905977,15.59119832,41.05615613,80.11252915,97.70585072,65.56164502,77.99897453,B
g15371,HiC_scaffold_2,906195,907455,13.61286353,19.6492167,20.86237329,68.7269205,52.60289534,52.15870533,B
g15372,HiC_scaffold_2,907648,909996,3.184426225,1.788528998,12.67264677,14.81843518,13.77061655,26.09847622,B
g15373,HiC_scaffold_2,910111,913275,1.204413708,0.226703501,1.539699967,3.055158493,2.041794751,2.894176073,B
g15374,HiC_scaffold_2,914087,915052,27.06610613,85.51605167,41.47546645,173.6542225,156.3707745,134.422364,B
g15375,HiC_scaffold_2,915287,915692,0.283997278,0.698695156,3.665521523,1.003997986,0.5353524,0.655447135,B
g15376,HiC_scaffold_2,915712,917296,0.119555051,0,0.357127788,0.160316509,0.203638527,0.167585915,B
g15377,HiC_scaffold_2,918556,928865,0.49591472,1.044465573,1.024013543,2.542735988,1.880007558,2.653451783,B
g15378,HiC_scaffold_2,928937,930296,1.376823493,0.649767852,0.787266661,1.850335671,1.431959667,1.446003738,B
g15379,HiC_scaffold_2,931121,932660,1.023664806,1.203533169,1.087686739,1.749323333,1.645848524,28.57993176,B
g15380,HiC_scaffold_2,933277,934042,3.14904505,1.670613951,0.977625949,2.814409895,1.414324296,4.646334048,B
g15381,HiC_scaffold_2,934576,935185,0.191725976,0,0,0.125351259,0.090317532,0.523167995,B
g15382,HiC_scaffold_2,935343,935790,1.195597077,0.091757411,0.078646731,0.449579232,0.359617634,0.47564402,B
g15384,HiC_scaffold_2,940098,940782,0.054354023,0,0,0.227789573,0.078856893,0.154965544,B
g15385,HiC_scaffold_2,941342,943088,0.071087439,0.111111922,0.12988571,1.594996947,0.791055366,1.550221867,B
g15386,HiC_scaffold_2,943754,946310,0.343504173,0,0.082094378,0.060478806,0,0,B
g15387,HiC_scaffold_2,946499,947186,4.187271382,27.53707178,6.007172458,24.894583,78.21622174,4.867092735,B
g15389,HiC_scaffold_2,952601,953597,0.650309809,0.643653148,0.464489856,7.747598735,7.452158384,7.834009038,B
g15391,HiC_scaffold_2,964743,965706,11.64114289,39.82906831,19.51776105,67.56785553,60.37827187,51.530161,B
g15392,HiC_scaffold_2,965941,966466,0.070815527,0.153622842,0.135452241,0.824969335,0.614406529,0.607465363,B
g15393,HiC_scaffold_2,966850,968284,0.104919685,0.338417772,0.646351667,0.822454013,0.753017825,1.295378393,B
g15394,HiC_scaffold_2,969137,971473,0.387012803,0.160966591,1.089064997,0.30621762,0.323989805,0.611356211,B
g15395,HiC_scaffold_2,971513,976520,1.105657651,1.263501977,2.453233405,1.363497315,1.079807199,1.070646092,B
g15396,HiC_scaffold_2,976592,977963,2.043550428,1.027965834,2.286332972,0.281830733,0.253781613,0.271387698,B
g15397,HiC_scaffold_2,978999,980538,2.043549128,0.652827853,2.125517619,0.692407149,0.492741648,9.044193172,B
g15398,HiC_scaffold_2,981409,982012,5.393831874,1.332938064,2.834336618,0,0.08944961,0,B
g15399,HiC_scaffold_2,982447,983056,0.252773843,0.134698071,0.059043247,0.460477943,0.3976829,1.220385961,B
g15400,HiC_scaffold_2,983214,984072,0.662151051,0.095607372,0,0.352244095,0.221889622,0.247439243,B
g15401,HiC_scaffold_2,984218,985103,0,0,0.04062976,0.32040825,0.062150709,0.299600094,B
g15402,HiC_scaffold_2,985344,985599,0.145796673,0,0,0.592598889,0,0,B
g15403,HiC_scaffold_2,988944,989634,18.3869855,51.64328534,22.60767152,45.93774765,128.4632767,9.919369599,B
g15404,HiC_scaffold_2,990300,990975,3.173042247,1.844857642,6.51873437,6.728235408,3.62083591,4.087418218,B
g15405,HiC_scaffold_2,991081,992339,2.901046514,3.707433961,9.071765046,71.8645173,45.11656386,75.61838463,B
g15406,HiC_scaffold_2,993070,994085,0.466426049,0.044635619,0.599256559,0.056136486,0.06074112,0,B
g15407,HiC_scaffold_2,997204,998659,2.515256402,0.938534247,0.686448774,15.28875762,7.581822777,0.65692641,B
g15408,HiC_scaffold_2,998760,999914,8.73151558,0.648058659,1.803225448,19.2190925,11.72251699,15.39573592,B
g15409,HiC_scaffold_2,1000010,1004135,49.95130908,4.310555071,19.21405891,3.448339753,5.643031107,2.432674607,B
g15410,HiC_scaffold_2,1005060,1006372,2.812730368,2.511653727,16.55272868,3.3028265,5.479377203,1.77468662,B
g15411,HiC_scaffold_2,1006658,1007633,5.349089503,5.255208837,3.438680285,15.56688227,7.6874538,7.677234583,B
g15412,HiC_scaffold_2,1007964,1009101,16.07220688,56.4332118,77.03036113,41.68986773,41.62254788,55.8801597,B
g15413,HiC_scaffold_2,1009226,1012108,4.272270282,3.969097154,4.172914148,3.628302461,3.631599231,5.236092194,B
g15414,HiC_scaffold_2,1012219,1013241,3.13256836,2.61348555,1.865489115,5.450716269,3.636049375,3.873072328,B
g15415,HiC_scaffold_2,1013393,1013639,115.2977704,117.8003638,109.9104259,38.36811875,33.6889842,45.95737952,B
g15416,HiC_scaffold_2,1013850,1016040,4.30958518,1.153450615,13.08591963,7.034981595,4.174905533,9.283430322,B
g15417,HiC_scaffold_2,1016687,1017119,0.172121072,0.183501988,0.247846676,0.292102122,0.127322633,0,B
g15418,HiC_scaffold_2,1017551,1018253,7.399509411,6.203999377,23.54247867,14.91895159,9.717341381,12.47738026,B
g15419,HiC_scaffold_2,1018374,1019016,5.54826278,5.473503752,9.275776762,8.774946257,8.336738116,5.726859705,B
g15420,HiC_scaffold_2,1019215,1019689,64.78926206,59.36921506,94.05997095,96.93094108,82.07391174,110.9759678,B
g15421,HiC_scaffold_2,1020571,1023499,10.00915798,2.083850522,7.738373364,9.372190389,9.061336863,13.33969284,B
g15422,HiC_scaffold_2,1023680,1026162,1.030082237,0.066627007,0.734660433,0.247778929,0.100916733,0.35076889,B
g15423,HiC_scaffold_2,1026211,1026550,0.219340127,0,0.209771169,0,0.16225185,0.156794157,B
g15424,HiC_scaffold_2,1029031,1029739,47.23794169,13.25990592,100.134494,29.12379146,26.58924103,60.79313479,B
g15425,HiC_scaffold_2,1031269,1032505,11.30227978,67.30285076,41.06428,54.72773379,50.42754024,46.08559284,B
g15426,HiC_scaffold_2,1032815,1033886,29.98684509,37.86021067,22.82611912,27.87367149,20.45888206,22.49706887,B
g15427,HiC_scaffold_2,1034039,1036484,88.20748244,43.62254744,9.904266127,29.00806618,28.64040509,33.11611435,B
g15428,HiC_scaffold_2,1036841,1039350,1.142826042,1.495658659,1.614408024,2.003972294,1.807831722,3.32970079,B
g15429,HiC_scaffold_2,1039375,1041268,15.6107819,28.41487695,33.71025804,46.3274575,56.40808929,49.65669227,B
g15430,HiC_scaffold_2,1041522,1042563,0.661259524,1.985561279,0.240246749,0.267882757,0.131069338,0,B
g15431,HiC_scaffold_2,1043219,1044260,0.035713882,0,0.1719351,0.582147919,0.178789862,1.427588947,B
g15432,HiC_scaffold_2,1044547,1045588,0.260038799,0.076150681,0.171164448,4.399712265,0.23162692,2.552392842,B
g15433,HiC_scaffold_2,1045660,1046704,9.050203637,7.348612637,8.078969248,3.929300318,3.591218028,5.290799531,B
g15441,HiC_scaffold_2,1065589,1067847,3.99570615,0.570835022,3.861579335,4.26385774,4.811545519,6.840150546,B
g15442,HiC_scaffold_2,1068743,1069217,30.08080093,64.27743356,62.90976376,62.60875016,59.9170684,73.00906732,B
g15443,HiC_scaffold_2,1069432,1070068,3.946298047,4.407434775,5.069821018,13.35404499,14.33430402,11.48829863,B
g15444,HiC_scaffold_2,1070202,1070904,7.16200753,7.534062063,26.81129314,17.97529034,14.67547003,14.97382784,B
g15445,HiC_scaffold_2,1072391,1074581,5.542222527,1.652194781,15.8890201,8.142467672,4.514364768,10.35149044,B
g15446,HiC_scaffold_2,1074792,1075038,102.6713405,94.89960903,107.9906743,97.83168964,81.28586224,93.22000034,B
g15447,HiC_scaffold_2,1075190,1076219,2.314210709,2.781987529,1.301525136,14.03008909,11.87930548,10.95654826,B
g15448,HiC_scaffold_2,1076469,1079212,4.299025664,3.492039332,4.619166321,6.770347743,5.675126386,9.167278471,B
g15449,HiC_scaffold_2,1079337,1080474,32.97208117,57.06586852,84.71691189,27.61882624,28.64044647,34.7830319,B
g15450,HiC_scaffold_2,1080803,1081778,4.192638122,5.660321823,4.163101588,11.73208787,5.899896114,5.390419045,B
g15451,HiC_scaffold_2,1082064,1083377,1.618762573,2.680204499,7.237301906,1.588501427,3.533817681,0.979125116,B
g15452,HiC_scaffold_2,1084310,1088441,38.01900219,2.990059964,12.37213699,3.409239505,5.048342811,2.134068568,B
g15453,HiC_scaffold_2,1088537,1089691,8.418826475,2.723712526,3.295708471,12.38317268,8.845984187,11.72783449,B
g15454,HiC_scaffold_2,1090876,1092355,0.278866876,0.165459258,0.217180049,11.42931848,4.136614266,0.323028371,B
g15455,HiC_scaffold_2,1093069,1096504,0.013588506,0,0,0.009109868,0,0,B
g15456,HiC_scaffold_2,1097044,1098059,0.129525786,0.046188697,0.278930314,0.029830762,0.03097037,0.119714458,B
g15457,HiC_scaffold_2,1098779,1100042,3.940966221,4.797647439,14.20411974,38.4308737,21.61029061,33.92762005,B
g15458,HiC_scaffold_2,1100148,1100823,1.28745964,0.301775821,2.208821049,6.282812717,2.981569362,5.505755935,B
g15464,HiC_scaffold_2,1128266,1128827,0,0.07311152,0,1.924600097,2.117119058,3.12168659,B
g15483,HiC_scaffold_2,1176843,1182493,0.201711946,0.178324107,0.071041067,0.065843435,0.092868352,0.097073211,B
g15484,HiC_scaffold_2,1182839,1185332,1.175284554,0.97537284,0.841581549,2.592606122,2.58268983,4.443877725,B
g15485,HiC_scaffold_2,1185502,1187251,11.96651114,22.25632288,24.46573504,19.98707372,22.23437699,23.03299153,B
g15486,HiC_scaffold_2,1187507,1188548,0.183590223,1.58493564,1.984120424,0.146664586,0.182883089,0.713347778,B
g15487,HiC_scaffold_2,1188837,1189974,0.065396924,0,0.157418153,4.151707923,0.405573556,7.657509002,B
g15488,HiC_scaffold_2,1190166,1191207,0.475995697,0.23242649,0.442099087,4.332506523,0.104650809,2.959977602,B
g15489,HiC_scaffold_2,1191296,1192337,3.527843531,7.769091019,7.832858246,4.729237477,5.289095846,6.11942953,B
g15504,HiC_scaffold_2,1223264,1224986,1.840885429,6.234232377,11.07552627,2.83560526,9.945345024,1.202738392,B
g15505,HiC_scaffold_2,1226652,1228485,1.147235757,0.71077145,20.68858552,0.463239927,0.53315747,0.724102809,B
g15506,HiC_scaffold_2,1229241,1230276,12.77095186,0.272069957,14.96354225,20.81191307,8.482439345,42.92637028,B
g15507,HiC_scaffold_2,1230458,1231077,2091.363469,3256.690132,3349.037634,1692.904923,2157.77997,1888.894868,B
g15508,HiC_scaffold_2,1231187,1232049,24.06519689,18.30579664,24.01236048,24.33374071,41.46510274,27.77299254,B
g15509,HiC_scaffold_2,1233046,1234106,0.193047901,0.040036797,0,10.88152413,2.730603355,5.520688271,B
g15510,HiC_scaffold_2,1234779,1235673,0.334639188,0.044336051,0,5.883045197,2.735262452,5.342672904,B
g15511,HiC_scaffold_2,1236378,1239841,0.16201564,0.068060753,0.1048491,0,0.033463831,0,B
g15516,HiC_scaffold_2,1250544,1252734,0.01777186,0,0,0,0,0,B
g15517,HiC_scaffold_2,1255923,1256713,3.381840949,1.541305012,0.977680058,1.94255709,0.960398124,1.746923479,B
g15518,HiC_scaffold_2,1256820,1257414,0.771604998,0.273877301,0.422389082,2.572968778,1.588189193,1.787583096,B
g15519,HiC_scaffold_2,1257708,1258284,705.5007337,1009.290708,616.5838624,522.891832,478.1985905,389.5606626,B
g15520,HiC_scaffold_2,1258681,1259820,2.096563961,2.443783319,0.566771982,3.653818861,2.652445544,1.791021245,B
g15521,HiC_scaffold_2,1259847,1260916,1.478510832,0.32251891,0.178897782,1.110632903,1.160583387,2.184299108,B
g15522,HiC_scaffold_2,1261519,1262764,4.554861599,0.292067092,1.028775843,0.574381595,0.693180594,0.426435486,B
g15523,HiC_scaffold_2,1263203,1266245,0.344912289,0.625172159,0.431193774,0.420903138,0.379179894,0.214119159,B
g15524,HiC_scaffold_2,1266439,1267208,14.30156528,23.25144321,15.39243906,41.5170011,36.6921764,37.30406964,B
g15532,HiC_scaffold_2,1287184,1288399,2.014629794,16.14464451,10.39509905,1.248699536,2.239095012,0.94160848,B
g15533,HiC_scaffold_2,1288604,1294637,18.93763443,1.081012945,1.206364498,1.963886333,0.922009464,3.745128862,B
g15534,HiC_scaffold_2,1295002,1296377,85.41103672,75.95473451,72.80650226,6.138953354,25.75075073,16.02744308,B
g15535,HiC_scaffold_2,1298130,1299281,1.878466267,0.260861176,0.926033918,0.240636822,0.121202864,0.026483916,B
g15536,HiC_scaffold_2,1299719,1301069,0.119890398,17.27574458,26.55817899,0.480507634,3.158887263,0.786535176,B
g15537,HiC_scaffold_2,1301445,1302167,0.194633464,0,0.488745199,0.179370706,0.045423413,0,B
g15538,HiC_scaffold_2,1303213,1304255,0.530283674,0,0.46653492,0.641521752,0.610556933,1.619204902,B
g15539,HiC_scaffold_2,1304390,1305998,1.993433233,2.752615437,1.350083724,9.3912542,3.560259342,3.5321171,B
g15540,HiC_scaffold_2,1306032,1308529,1.266569443,0.01747638,0.015854205,0.100977403,0.083002986,0.04673564,B
g15541,HiC_scaffold_2,1308683,1312048,12.93536585,7.212208612,4.636869061,5.374910634,4.257784471,4.633455808,B
g15542,HiC_scaffold_2,1312166,1312496,6.543108278,41.38082818,26.0069227,80.23381785,49.63534207,51.14897948,B
g15543,HiC_scaffold_2,1313705,1317365,74.41663064,15.09667048,23.5534881,8.385322069,7.211618217,12.08346463,B
g15544,HiC_scaffold_2,1317726,1318713,1.034683188,17.97191501,5.451490176,18.8834887,16.47815558,13.49770783,B
g15545,HiC_scaffold_2,1318828,1319791,8.120719079,2.009288687,1.25661654,8.803247112,4.828332582,6.312629402,B
g15546,HiC_scaffold_2,1319884,1322750,1.701992105,1.06682529,0.564914925,2.08460615,2.013783293,1.158449857,B
g15547,HiC_scaffold_2,1322955,1324195,2.897450517,25.53534655,30.50945265,0.703794855,1.689967048,1.01691976,B
g15551,HiC_scaffold_2,1332048,1332816,10.92118301,21.6457016,15.84347122,39.22659247,40.17875505,33.55005269,B
g15552,HiC_scaffold_2,1333010,1335944,0.673168778,0.547894787,0.618462934,0.34727186,0.485900351,0.398135923,B
g15553,HiC_scaffold_2,1336262,1337732,4.251280015,0.687223536,1.454002746,0.558546907,0.533129633,0.758066371,B
g15554,HiC_scaffold_2,1337950,1339405,2.28808979,0.524224117,0.344327134,1.186374664,1.402103785,1.750738446,B
g15555,HiC_scaffold_2,1339432,1340571,1.452262442,1.454038991,0.41477412,1.620783797,1.393236823,1.634377197,B
g15556,HiC_scaffold_2,1340644,1341519,87.99128062,129.4214815,64.39280274,36.63068277,31.20218148,31.43602749,B
g15557,HiC_scaffold_2,1341820,1343766,11.26830243,3.160655491,2.157991128,5.677794376,4.002745566,4.171808442,B
g15558,HiC_scaffold_2,1343857,1344595,8.28019073,0.561676487,0.628508608,0.453389038,0.755395296,1.965904007,B
g15559,HiC_scaffold_2,1344683,1345907,8.983591387,0.059033263,34.60239653,31.60644325,34.55412269,62.87393626,B
g15560,HiC_scaffold_2,1346022,1347084,1.878602061,0.070344106,4.958142528,3.751240052,4.426576347,10.09188648,B
g15561,HiC_scaffold_2,1347478,1347945,166.0397837,91.08903797,100.4859639,167.9113985,141.309708,261.394529,B
g15562,HiC_scaffold_2,1348605,1350801,3.193397353,3.681934315,6.306656438,4.482305188,3.074128629,10.03190592,B
g15563,HiC_scaffold_2,1352074,1355448,0,0.017080049,0.007614853,93.55526715,82.97684241,81.56936897,B
g15568,HiC_scaffold_2,1365436,1365778,0.11380226,0,0,0,0,0,B
g15576,HiC_scaffold_2,1394096,1394438,0.108708045,0,0,0,0,0,B
g15579,HiC_scaffold_2,1405559,1406615,65.57081941,706.8467618,290.0150334,42.29280127,22.84633611,4.774143617,B
g15580,HiC_scaffold_2,1406670,1408693,0.18617376,0.195626729,0.434447716,1.073880787,0.313076123,0.292017709,B
g15581,HiC_scaffold_2,1408795,1409690,0.693606344,0,0.0936389,0.166345356,0.070231921,1.450986413,B
g15582,HiC_scaffold_2,1410105,1411533,0.053290283,0,0.073855228,0.835691762,0.171092024,0.260120814,B
g15583,HiC_scaffold_2,1412308,1413742,18.4196293,0,0.199479919,1.165793485,0.84148074,1.370159744,B
g15584,HiC_scaffold_2,1413811,1415125,1.624233737,0,0.082094378,0.174289764,0.161763069,0.888280653,B
g15585,HiC_scaffold_2,1415557,1417153,82.85440461,182.6773233,351.4101262,118.6722281,129.3006959,380.6494253,B
g15587,HiC_scaffold_2,1419142,1420222,0.034424214,0,0.033293831,0,0.024478173,0,B
g15589,HiC_scaffold_2,1429345,1431016,1.493105815,3.823719982,4.946585774,1.032152777,1.884811958,2.732439704,B
g15590,HiC_scaffold_2,1431629,1432475,3.304833892,18.10234392,8.113894529,3.959245437,5.182944581,3.135213773,B
g15591,HiC_scaffold_2,1432910,1433750,0.229594814,0.331945403,0.08465765,1.778604943,1.758856213,1.957916347,B
g15592,HiC_scaffold_2,1433840,1436818,1.22967376,0,0.012043538,0.585500555,0.110869712,0.163778337,B
g15593,HiC_scaffold_2,1436855,1437170,4.60113146,0.381868004,0,0.969383071,0.426389385,1.346970586,B
g15594,HiC_scaffold_2,1437280,1438126,5.678981713,1.74087226,0.768517176,2.887962158,2.329135015,1.485382677,B
g15595,HiC_scaffold_2,1438588,1439370,29.79642321,221.3572017,100.5857237,144.7001389,127.5979646,98.83287367,B
g15596,HiC_scaffold_2,1439489,1440973,17.90713878,47.27183953,36.713168,56.3290753,42.67751967,46.38554338,B
g15597,HiC_scaffold_2,1441083,1443823,7.24063468,1.803293155,0.852173266,3.076913468,1.057211291,3.653817002,B
g15598,HiC_scaffold_2,1444353,1446483,0.375372053,1.298731618,1.72079835,1.634641828,0.952788654,1.156892085,B
g15599,HiC_scaffold_2,1446556,1447612,3.931949618,2.262112559,1.660650812,2.580458925,1.510167624,2.588715708,B
g15600,HiC_scaffold_2,1447667,1449173,8.367958707,8.986961603,5.392600991,7.504254448,5.63351119,9.127844198,B
g15601,HiC_scaffold_2,1449428,1450379,4.468266903,9.184943312,6.183821804,11.5708487,8.946765251,10.71625426,B
g15602,HiC_scaffold_2,1450672,1453318,8.292788252,2.553439646,2.001428676,1.936136371,1.698787031,2.034110932,B
g15603,HiC_scaffold_2,1453399,1459044,11.30018748,9.787772478,8.306274519,7.188815201,6.409414348,9.819526464,B
g15604,HiC_scaffold_2,1459205,1461630,11.85837546,11.2115399,6.142070433,16.34701967,13.20833333,12.16350683,B
g15605,HiC_scaffold_2,1461793,1463419,19.05979807,23.67048709,15.4841032,14.56296729,11.98924347,10.90305948,B
g15606,HiC_scaffold_2,1464087,1464531,3956.685325,6264.345441,5435.916016,3416.326903,3964.585951,3786.119845,B
g15607,HiC_scaffold_2,1464833,1466477,9.815311224,10.47628135,5.503725902,11.9850264,9.33114653,9.587223595,B
g15608,HiC_scaffold_2,1466500,1466848,21.76055835,14.27891341,6.569042762,10.23435818,7.551879198,7.017092013,B
g15609,HiC_scaffold_2,1467242,1467695,0,0.426730116,0.09300288,0.539926324,0.352506333,0.140616982,B
g15616,HiC_scaffold_2,1484923,1486052,0,0,0.035510191,2.118213307,1.442183993,0.965169617,B
g15617,HiC_scaffold_2,1486189,1488225,7.831188091,9.166587708,4.961745541,16.40615824,9.854358055,10.55596851,B
g15618,HiC_scaffold_2,1488249,1489942,11.40077468,13.6244947,7.996738603,15.55385887,12.52353433,11.12444897,B
g15619,HiC_scaffold_2,1490295,1491441,26.90057097,15.97195878,9.689326141,13.52964879,12.85715749,12.09096847,B
g15620,HiC_scaffold_2,1491737,1493657,5.380330679,11.80282165,10.41477808,0.839908972,4.221682769,1.245294191,B
g15621,HiC_scaffold_2,1497080,1498911,17.08244779,8.435698567,8.967662498,14.6156537,12.68903667,13.54108866,B
g15622,HiC_scaffold_2,1499086,1500793,83.89157952,13.4773535,66.15599386,9.2027356,17.24149454,23.78508579,B
g15623,HiC_scaffold_2,1500871,1501545,12.49157845,12.42649351,8.043469915,26.94179498,25.67646543,25.65168478,B
g15624,HiC_scaffold_2,1501666,1502488,14.68946635,24.70426893,54.55090321,31.5658568,29.45728118,29.93674211,B
g15625,HiC_scaffold_2,1502559,1503060,0.522932699,0.158229259,0.425822913,10.23375468,5.440065268,4.980241995,B
g15628,HiC_scaffold_2,1510052,1510754,1.172572647,0.16938645,20.20738153,9.392192242,10.09668562,13.76191685,B
g15629,HiC_scaffold_2,1511381,1512902,1.439470741,0.499663264,2.973872743,8.260993264,5.648049763,9.178018575,B
g15630,HiC_scaffold_2,1513136,1513520,0.096818103,0,0.183099421,0.539641626,0.140463841,0.414452217,B
g15631,HiC_scaffold_2,1515021,1515570,4.565785329,0.938567545,40.62711897,21.27584815,24.24165912,35.86027989,B
g15632,HiC_scaffold_2,1516284,1517817,1.330058819,1.543465099,4.686733082,6.546898758,7.021521259,10.21206076,B
g15633,HiC_scaffold_2,1518050,1519970,0.286820559,0.064659754,0.891569903,1.669805851,0.703923197,0.894823138,B
g15634,HiC_scaffold_2,1520231,1520837,1.436926533,6.722137223,68.12215816,22.43247193,20.41818203,3.855728715,B
g15635,HiC_scaffold_2,1522162,1522768,1.696701638,21.96652816,140.8347087,37.31715959,31.53108182,6.394760563,B
g15636,HiC_scaffold_2,1523114,1523832,426.8727966,107.8427215,118.2643503,148.9510983,151.6922764,216.6914074,B
g15659,HiC_scaffold_2,1671603,1673316,0,0.023943703,0,0.744872866,0.390795538,0.371627907,B
g15663,HiC_scaffold_2,1683968,1687928,7.557639038,8.610919943,9.862451123,7.854728167,6.056923475,8.808268734,B
g15664,HiC_scaffold_2,1688000,1688471,40.40930579,8.773250572,9.768133461,11.10415499,9.094026453,15.20998801,B
g15665,HiC_scaffold_2,1690617,1691217,0.575094488,2.002508466,0.948165686,2.542022033,1.554552929,0.619087536,B
g15668,HiC_scaffold_2,1695016,1696144,47.02802381,24.94731952,53.9882776,35.35394901,40.72080067,64.79037592,B
g15669,HiC_scaffold_2,1696810,1698468,3.357681336,0.035236738,2.899512357,4.691371252,6.905532236,22.43459887,B
g15670,HiC_scaffold_2,1698759,1703427,14.84119878,6.927663251,5.117631887,4.268307047,2.801214509,3.547676503,B
g15671,HiC_scaffold_2,1703495,1704179,58.83701088,182.7004641,83.13862541,104.8490529,73.78513364,52.37134768,B
g15672,HiC_scaffold_2,1704951,1705992,6.955239829,2.425242761,1.981808468,0.071828818,0.052837058,0.101821741,B
g15673,HiC_scaffold_2,1706401,1707357,1.553257961,0.23928211,4.600553994,2.026872889,0.680992926,5.599200398,B
g15674,HiC_scaffold_2,1707664,1708569,0.132615687,0.252706767,0.947297339,0.336013913,0.074797596,0.779928258,B
g15675,HiC_scaffold_2,1708659,1709721,2.081300994,470.3471785,387.3691208,42.96150728,71.25803155,13.33944351,B
g15676,HiC_scaffold_2,1710352,1711679,55.45324203,34.63650194,9.54359279,247.1422387,163.3236628,190.6944789,B
g15677,HiC_scaffold_2,1712324,1713228,44.17297658,14.54336435,12.09156641,70.41263968,45.32428958,72.96594639,B
g15678,HiC_scaffold_2,1713433,1715004,12.00694606,35.7320631,31.99578534,32.55845241,21.59687749,27.95199602,B
g15679,HiC_scaffold_2,1715235,1716082,49.37992184,25.61975234,11.65140252,100.2484923,84.84245525,85.28153093,B
g15680,HiC_scaffold_2,1716232,1717384,82.54898515,50.71356305,19.70773937,28.61527353,21.69178464,22.25061116,B
g15681,HiC_scaffold_2,1717471,1720229,55.06350094,55.16907368,46.01378502,23.13583032,22.66017557,30.18262784,B
g15682,HiC_scaffold_2,1720352,1721594,1.812879025,0.033023802,0.400794674,0.080272464,0.085999169,2.264219417,B
g15683,HiC_scaffold_2,1723265,1727618,53.62183658,30.75233874,18.53530966,26.37155707,18.52294916,23.82841262,B
g15684,HiC_scaffold_2,1727685,1731760,0.453506358,0.140171077,1.022902914,2.362563853,1.553158333,3.495695965,B
g15685,HiC_scaffold_2,1731964,1732820,9.704725374,13.17444175,13.96515602,22.54933684,16.8154128,16.56244998,B
g15686,HiC_scaffold_2,1732954,1733826,13.12257058,5.897793852,4.552145647,72.68497705,12.20466286,28.66076773,B
g15687,HiC_scaffold_2,1734201,1735101,9.898540789,46.36638749,24.85455308,29.46978854,26.67655883,31.73295021,B
g15688,HiC_scaffold_2,1735427,1735670,960.2962797,2848.552272,3490.305645,1233.72252,1634.295581,1287.961169,B
g15689,HiC_scaffold_2,1736074,1739309,29.09969958,4.225394217,11.06886149,6.690338382,8.250802976,13.53885827,B
g15690,HiC_scaffold_2,1739579,1741691,96.28379977,3.047976488,7.535096673,7.664507122,12.87108441,23.98481434,B
g15691,HiC_scaffold_2,1741793,1742681,1.07414965,8.560378158,8.58769916,3.752860243,3.335963146,3.824229627,B
g15692,HiC_scaffold_2,1743135,1744554,1.416852097,0.195528545,15.19845448,3.60121871,3.618310981,8.312448607,B
g15693,HiC_scaffold_2,1744718,1746177,16.60173054,0.93653692,39.7655439,0.926644652,6.110716291,0.113575255,B
g15694,HiC_scaffold_2,1747198,1748653,3.327317546,1.4082753,51.83430501,30.32661169,105.5580642,0.21897547,B
g15695,HiC_scaffold_2,1750469,1751975,16.07636083,0,0.118314868,0.806958481,0.927665789,0.141177209,B
g15696,HiC_scaffold_2,1752366,1753776,12.06511814,4.629032894,5.622576009,5.549113189,3.54175474,1.619225798,B
g15697,HiC_scaffold_2,1754897,1756075,167.6026387,35.89484606,31.40461448,73.13668142,56.43182478,60.05938337,B
g15698,HiC_scaffold_2,1756325,1756748,10.97095931,30.4616909,10.84291055,38.13101432,35.33468833,36.47355604,B
g15699,HiC_scaffold_2,1757465,1758202,0.815965302,0.267502461,0.412093479,0.506394142,0.757671781,1.056233187,B
g15700,HiC_scaffold_2,1758532,1758844,320.7917125,1043.466525,989.0352355,858.4303972,907.1383126,631.3522147,B
g15701,HiC_scaffold_2,1759031,1773211,0.228699222,0.388155786,4.692891654,1.88080983,1.349836183,1.64311839,B
g15702,HiC_scaffold_2,1774499,1775546,3.621375316,24.80317162,42.77020226,29.23687065,80.4675013,16.01192609,B
g15703,HiC_scaffold_2,1776128,1781099,1.305897197,1.270155341,1.610251527,3.921735609,3.088122615,3.641769725,B
g15716,HiC_scaffold_2,1815477,1817247,26.25664985,5.437746479,34.69643336,7.729655366,8.427922076,7.224810948,B
g15717,HiC_scaffold_2,1817705,1819499,7.741229473,0.022862632,0.098873992,0.14591245,0.178613658,0.20722549,B
