chromosome	start	end	motif_id	sequence_name	strand	start.1	stop	anchor_annotation
HiC_scaffold_3	3090000	3095000	CSD	213	-	3931	3940	TAD_45
HiC_scaffold_3	3090000	3095000	CSD	213	-	4530	4539	TAD_45
HiC_scaffold_3	4050000	4055000	Myb_DNA-binding	214	-	1120	1131	TAD_46
HiC_scaffold_3	4050000	4055000	Myb_DNA-binding	214	+	1201	1212	TAD_46
HiC_scaffold_3	4050000	4055000	Myb_DNA-binding	214	-	1328	1339	TAD_46
HiC_scaffold_3	4050000	4055000	Myb_DNA-binding	214	-	3501	3512	TAD_46
HiC_scaffold_3	4050000	4055000	Myb_DNA-binding	214	+	1203	1213	TAD_46
HiC_scaffold_3	4050000	4055000	Myb_DNA-binding	214	+	1331	1341	TAD_46
HiC_scaffold_3	4050000	4055000	Myb_DNA-binding	214	-	1119	1128	TAD_46
HiC_scaffold_3	4050000	4055000	Myb_DNA-binding	214	+	1332	1341	TAD_46
HiC_scaffold_3	4050000	4055000	Myb_DNA-binding	214	+	1204	1212	TAD_46
HiC_scaffold_3	4050000	4055000	bZIP_1	214	-	3825	3835	TAD_46
HiC_scaffold_3	4050000	4055000	bZIP_1	214	-	3825	3836	TAD_46
HiC_scaffold_3	4050000	4055000	zf-C2H2	214	-	4078	4087	TAD_46
HiC_scaffold_3	4050000	4055000	zf-C2H2	214	-	1107	1117	TAD_46
HiC_scaffold_3	4050000	4055000	HLH	214	-	1030	1039	TAD_46
HiC_scaffold_3	4050000	4055000	HLH	214	+	1030	1039	TAD_46
HiC_scaffold_3	4280000	4290000	Myb_DNA-binding	215	+	9981	9992	TAD_46
HiC_scaffold_3	4280000	4290000	Myb_DNA-binding	215	+	9983	9993	TAD_46
HiC_scaffold_3	4280000	4290000	Homeobox	215	+	7784	7794	TAD_46
HiC_scaffold_3	4280000	4290000	zf-C2H2	215	-	2445	2455	TAD_46
HiC_scaffold_3	4280000	4290000	bZIP_1	215	+	295	304	TAD_46
HiC_scaffold_3	4280000	4290000	zf-C2H2	215	-	3329	3339	TAD_46
HiC_scaffold_3	4280000	4290000	HSF_DNA-bind	215	+	1645	1657	TAD_46
HiC_scaffold_3	4280000	4290000	Homeobox	215	-	7600	7610	TAD_46
HiC_scaffold_3	4280000	4290000	CENP-B_N	215	+	8710	8720	TAD_46
HiC_scaffold_3	4280000	4290000	Myb_DNA-binding	215	+	9984	9992	TAD_46
HiC_scaffold_3	4280000	4290000	CSD	215	+	6380	6389	TAD_46
HiC_scaffold_3	4280000	4290000	zf-C2H2	215	-	9159	9169	TAD_46
HiC_scaffold_3	4280000	4290000	HSF_DNA-bind	215	+	1647	1657	TAD_46
HiC_scaffold_3	4280000	4290000	HLH	215	+	6380	6389	TAD_46
HiC_scaffold_3	4280000	4290000	HLH	215	+	1533	1542	TAD_46
HiC_scaffold_3	4280000	4290000	HLH	215	+	5025	5034	TAD_46
HiC_scaffold_3	4280000	4290000	HLH	215	+	1533	1542	TAD_46
HiC_scaffold_3	4280000	4290000	CENP-B_N	215	+	4870	4879	TAD_46
HiC_scaffold_3	4280000	4290000	zf-C2H2	215	-	9159	9169	TAD_46
HiC_scaffold_3	4280000	4290000	HSF_DNA-bind	215	-	1645	1656	TAD_46
HiC_scaffold_3	4280000	4290000	AP2	215	+	4967	4975	TAD_46
HiC_scaffold_3	4360000	4370000	Myb_DNA-binding	216	+	3885	3896	TAD_46
HiC_scaffold_3	4360000	4370000	Myb_DNA-binding	216	-	4010	4021	TAD_46
HiC_scaffold_3	4360000	4370000	Myb_DNA-binding	216	+	4091	4102	TAD_46
HiC_scaffold_3	4360000	4370000	Myb_DNA-binding	216	-	3883	3893	TAD_46
HiC_scaffold_3	4360000	4370000	Myb_DNA-binding	216	-	4009	4019	TAD_46
HiC_scaffold_3	4360000	4370000	Myb_DNA-binding	216	+	4093	4103	TAD_46
HiC_scaffold_3	4360000	4370000	bZIP_1	216	+	530	539	TAD_46
HiC_scaffold_3	4360000	4370000	Homeobox	216	-	2848	2858	TAD_46
HiC_scaffold_3	4360000	4370000	Myb_DNA-binding	216	-	3883	3892	TAD_46
HiC_scaffold_3	4360000	4370000	Myb_DNA-binding	216	+	4094	4103	TAD_46
HiC_scaffold_3	4360000	4370000	CENP-B_N	216	+	740	750	TAD_46
HiC_scaffold_3	4360000	4370000	Myb_DNA-binding	216	-	4010	4018	TAD_46
HiC_scaffold_3	4360000	4370000	Myb_DNA-binding	216	-	4009	4019	TAD_46
HiC_scaffold_3	4360000	4370000	CSD	216	-	9745	9754	TAD_46
HiC_scaffold_3	4360000	4370000	zf-C2H2	216	+	1737	1747	TAD_46
HiC_scaffold_3	4360000	4370000	zf-C2H2	216	+	5476	5485	TAD_46
HiC_scaffold_3	4360000	4370000	zf-C2H2	216	+	6220	6229	TAD_46
HiC_scaffold_3	4360000	4370000	zf-C2H2	216	+	6963	6972	TAD_46
HiC_scaffold_3	4360000	4370000	zf-C2H2	216	+	7706	7715	TAD_46
HiC_scaffold_3	4360000	4370000	zf-C2H2	216	+	8447	8456	TAD_46
HiC_scaffold_3	4360000	4370000	zf-C2H2	216	+	9189	9198	TAD_46
HiC_scaffold_3	4360000	4370000	HLH	216	-	4183	4192	TAD_46
HiC_scaffold_3	4360000	4370000	HLH	216	+	4183	4192	TAD_46
HiC_scaffold_3	4360000	4370000	bZIP_1	216	-	4096	4110	TAD_46
HiC_scaffold_3	4360000	4370000	HSF_DNA-bind	216	+	44	57	TAD_46
HiC_scaffold_3	4360000	4370000	HSF_DNA-bind	216	+	2103	2114	TAD_46
HiC_scaffold_3	4480000	4490000	CG-1	217	+	340	349	TAD_47
HiC_scaffold_3	4480000	4490000	Homeobox	217	-	1255	1265	TAD_47
HiC_scaffold_3	4480000	4490000	zf-C2H2	217	-	6002	6015	TAD_47
HiC_scaffold_3	4480000	4490000	zf-C2H2	217	+	6002	6015	TAD_47
HiC_scaffold_3	4480000	4490000	zf-C2H2	217	-	4072	4081	TAD_47
HiC_scaffold_3	4480000	4490000	CENP-B_N	217	-	264	274	TAD_47
HiC_scaffold_3	4480000	4490000	Myb_DNA-binding	217	+	7771	7781	TAD_47
HiC_scaffold_3	4480000	4490000	bZIP_1	217	-	4074	4084	TAD_47
HiC_scaffold_3	4480000	4490000	CSD	217	-	2667	2676	TAD_47
HiC_scaffold_3	4480000	4490000	zf-C2H2	217	+	8573	8583	TAD_47
HiC_scaffold_3	4480000	4490000	HLH	217	-	2667	2676	TAD_47
HiC_scaffold_3	4480000	4490000	HLH	217	-	4016	4025	TAD_47
HiC_scaffold_3	4480000	4490000	CENP-B_N	217	-	4171	4180	TAD_47
HiC_scaffold_3	4480000	4490000	bZIP_1	217	-	5704	5714	TAD_47
HiC_scaffold_3	4480000	4490000	zf-C2H2	217	+	6278	6287	TAD_47
HiC_scaffold_3	4540000	4545000	Homeobox	218	+	3849	3859	TAD_47
HiC_scaffold_3	4540000	4545000	zf-C2H2	218	+	202	215	TAD_47
HiC_scaffold_3	4540000	4545000	CENP-B_N	218	-	4912	4922	TAD_47
HiC_scaffold_3	4540000	4545000	zf-C2H2	218	+	4532	4541	TAD_47
HiC_scaffold_3	4540000	4545000	HLH	218	-	3197	3206	TAD_47
HiC_scaffold_3	4540000	4545000	bZIP_1	218	+	3208	3218	TAD_47
HiC_scaffold_3	4540000	4545000	zf-C2H2	218	-	13	22	TAD_47
HiC_scaffold_4	565000	570000	zf-C2H2	219	+	1956	1966	
HiC_scaffold_4	565000	570000	bZIP_1	219	-	1641	1650	
HiC_scaffold_4	565000	570000	HLH	219	-	1482	1491	
HiC_scaffold_4	565000	570000	HLH	219	+	1482	1491	
HiC_scaffold_4	565000	570000	HLH	219	+	3486	3495	
HiC_scaffold_4	565000	570000	HLH	219	-	3138	3148	
HiC_scaffold_4	565000	570000	HLH	219	+	3139	3149	
HiC_scaffold_4	565000	570000	zf-C2H2	219	-	2307	2316	
HiC_scaffold_4	695000	700000	zf-C2H2	220	+	698	708	
HiC_scaffold_4	695000	700000	Myb_DNA-binding	220	-	1642	1652	
HiC_scaffold_4	695000	700000	BrkDBD	220	-	2463	2473	
HiC_scaffold_4	695000	700000	bZIP_1	220	+	196	206	
HiC_scaffold_4	1120000	1130000	CG-1	221	-	4622	4631	TAD_49
HiC_scaffold_4	1120000	1130000	CG-1	221	-	9576	9585	TAD_49
HiC_scaffold_4	1120000	1130000	zf-C2H2	221	-	4781	4793	TAD_49
HiC_scaffold_4	1120000	1130000	E2F_TDP	221	-	3996	4007	TAD_49
HiC_scaffold_4	1120000	1130000	bZIP_1	221	-	7582	7596	TAD_49
HiC_scaffold_4	1120000	1130000	Homeobox	221	-	6158	6167	TAD_49
HiC_scaffold_4	1235000	1240000	Myb_DNA-binding	222	-	832	841	TAD_49
HiC_scaffold_4	1235000	1240000	CSD	222	-	3998	4007	TAD_49
HiC_scaffold_4	1235000	1240000	zf-C2H2	222	-	2903	2912	TAD_49
HiC_scaffold_4	1235000	1240000	zf-C2H2	222	+	1411	1421	TAD_49
HiC_scaffold_4	1235000	1240000	HLH	222	-	3998	4007	TAD_49
HiC_scaffold_4	1235000	1240000	bZIP_1	222	-	3193	3207	TAD_49
HiC_scaffold_4	1235000	1240000	bZIP_1	222	+	3194	3208	TAD_49
HiC_scaffold_4	1235000	1240000	zf-C2H2	222	+	1411	1421	TAD_49
HiC_scaffold_4	1235000	1240000	Homeobox	222	+	1669	1678	TAD_49
HiC_scaffold_4	1235000	1240000	HLH	222	+	1295	1305	TAD_49
HiC_scaffold_4	1235000	1240000	HSF_DNA-bind	222	-	3220	3233	TAD_49
HiC_scaffold_4	1280000	1285000	zf-C2H2	223	-	4328	4338	TAD_49
HiC_scaffold_4	1280000	1285000	HSF_DNA-bind	223	-	2451	2463	TAD_49
HiC_scaffold_4	1280000	1285000	CSD	223	-	1460	1469	TAD_49
HiC_scaffold_4	1280000	1285000	zf-C2H2	223	-	365	374	TAD_49
HiC_scaffold_4	1280000	1285000	bZIP_1	223	-	655	669	TAD_49
HiC_scaffold_4	1280000	1285000	bZIP_1	223	+	656	670	TAD_49
HiC_scaffold_4	1280000	1285000	HSF_DNA-bind	223	-	682	695	TAD_49
HiC_scaffold_4	1355000	1360000	zf-C2H2	224	+	1888	1898	TAD_49
HiC_scaffold_4	1355000	1360000	bZIP_1	224	-	1327	1336	TAD_49
HiC_scaffold_4	1355000	1360000	bZIP_1	224	+	1472	1481	TAD_49
HiC_scaffold_4	1355000	1360000	Homeobox	224	+	605	614	TAD_49
HiC_scaffold_4	1355000	1360000	bZIP_1	224	-	4444	4454	TAD_49
HiC_scaffold_4	1355000	1360000	BrkDBD	224	-	4026	4036	TAD_49
HiC_scaffold_4	1355000	1360000	BrkDBD	224	-	4246	4256	TAD_49
HiC_scaffold_4	1405000	1410000	CENP-B_N	225	-	1836	1846	TAD_49
HiC_scaffold_4	1405000	1410000	CSD	225	+	1858	1867	TAD_49
HiC_scaffold_4	1740000	1750000	bZIP_1	226	+	9103	9112	TAD_50
HiC_scaffold_4	1740000	1750000	bZIP_1	226	+	9621	9631	TAD_50
HiC_scaffold_4	1740000	1750000	bZIP_1	226	+	9620	9631	TAD_50
HiC_scaffold_4	1740000	1750000	HLH	226	+	9193	9202	TAD_50
HiC_scaffold_4	1740000	1750000	bZIP_1	226	+	3438	3448	TAD_50
HiC_scaffold_4	1740000	1750000	BrkDBD	226	-	3340	3350	TAD_50
HiC_scaffold_4	1740000	1750000	Myb_DNA-binding	226	-	3947	3956	TAD_50
HiC_scaffold_4	1770000	1780000	Homeobox	227	-	530	540	Boundary
HiC_scaffold_4	1770000	1780000	Homeobox	227	-	7991	8001	Boundary
HiC_scaffold_4	1770000	1780000	zf-C2H2	227	-	3365	3373	Boundary
HiC_scaffold_4	1770000	1780000	zf-C2H2	227	-	3115	3125	Boundary
HiC_scaffold_4	1770000	1780000	bZIP_1	227	-	7121	7130	Boundary
HiC_scaffold_4	1770000	1780000	Myb_DNA-binding	227	+	6717	6726	Boundary
HiC_scaffold_4	1770000	1780000	Myb_DNA-binding	227	-	6717	6727	Boundary
HiC_scaffold_4	1770000	1780000	bZIP_1	227	+	124	133	Boundary
HiC_scaffold_4	1770000	1780000	CSD	227	-	9823	9832	Boundary
HiC_scaffold_4	1770000	1780000	zf-C2H2	227	-	1261	1271	Boundary
HiC_scaffold_4	1770000	1780000	HLH	227	-	245	254	Boundary
HiC_scaffold_4	1770000	1780000	HSF_DNA-bind	227	-	6518	6530	Boundary
HiC_scaffold_4	1770000	1780000	HSF_DNA-bind	227	-	789	802	Boundary
HiC_scaffold_4	1790000	1800000	CG-1	228	-	3777	3786	Boundary
HiC_scaffold_4	1790000	1800000	bZIP_1	228	+	4630	4639	Boundary
HiC_scaffold_4	1790000	1800000	zf-C2H2	228	+	3511	3521	Boundary
HiC_scaffold_4	1790000	1800000	HSF_DNA-bind	228	-	2440	2453	Boundary
HiC_scaffold_4	1790000	1800000	E2F_TDP	228	+	5355	5366	Boundary
HiC_scaffold_4	1790000	1800000	Myb_DNA-binding	228	-	2485	2495	Boundary
HiC_scaffold_4	1790000	1800000	zf-C2H2	228	+	9840	9850	Boundary
HiC_scaffold_4	1790000	1800000	bZIP_1	228	+	148	157	Boundary
HiC_scaffold_4	1790000	1800000	zf-C2H2	228	-	2933	2943	Boundary
HiC_scaffold_4	1790000	1800000	zf-C2H2	228	-	2933	2943	Boundary
HiC_scaffold_4	1790000	1800000	bZIP_1	228	+	3300	3310	Boundary
HiC_scaffold_4	1790000	1800000	HSF_DNA-bind	228	-	390	401	Boundary
HiC_scaffold_4	1850000	1860000	Homeobox	229	-	728	738	TAD_51
HiC_scaffold_4	1850000	1860000	zf-C2H2	229	+	4548	4558	TAD_51
HiC_scaffold_4	1850000	1860000	bZIP_1	229	+	4550	4559	TAD_51
HiC_scaffold_4	1850000	1860000	HSF_DNA-bind	229	-	3357	3366	TAD_51
HiC_scaffold_4	1850000	1860000	Homeobox	229	+	8042	8052	TAD_51
HiC_scaffold_4	1850000	1860000	bZIP_1	229	-	4041	4050	TAD_51
HiC_scaffold_4	1850000	1860000	zf-C2H2	229	+	8246	8255	TAD_51
HiC_scaffold_4	1850000	1860000	HSF_DNA-bind	229	+	3491	3502	TAD_51
HiC_scaffold_4	1860000	1870000	bZIP_1	230	+	1734	1743	TAD_51
HiC_scaffold_4	1860000	1870000	zf-C2H2	230	+	950	960	TAD_51
HiC_scaffold_4	1860000	1870000	E2F_TDP	230	+	2452	2463	TAD_51
HiC_scaffold_4	1860000	1870000	HLH	230	+	8996	9005	TAD_51
HiC_scaffold_4	1860000	1870000	HLH	230	+	8996	9005	TAD_51
HiC_scaffold_4	1860000	1870000	bZIP_1	230	+	9663	9677	TAD_51
HiC_scaffold_4	2750000	2760000	CG-1	231	-	3585	3594	TAD_53
HiC_scaffold_4	2750000	2760000	HSF_DNA-bind	231	-	6737	6748	TAD_53
HiC_scaffold_4	2750000	2760000	Homeobox	231	+	4961	4971	TAD_53
HiC_scaffold_4	2750000	2760000	Homeobox	231	+	7221	7231	TAD_53
HiC_scaffold_4	2750000	2760000	bZIP_1	231	+	6935	6945	TAD_53
HiC_scaffold_4	2750000	2760000	CSD	231	-	4965	4974	TAD_53
HiC_scaffold_4	2750000	2760000	zf-C2H2	231	+	8069	8079	TAD_53
HiC_scaffold_4	2750000	2760000	bZIP_1	231	+	9966	9975	TAD_53
HiC_scaffold_4	2750000	2760000	HSF_DNA-bind	231	+	4214	4224	TAD_53
HiC_scaffold_4	2750000	2760000	HLH	231	-	4965	4974	TAD_53
HiC_scaffold_4	2750000	2760000	zf-C2H2	231	+	6583	6592	TAD_53
HiC_scaffold_4	2810000	2820000	HTH_psq	232	-	420	428	TAD_53
HiC_scaffold_4	2810000	2820000	Homeobox	232	-	2702	2711	TAD_53
HiC_scaffold_4	2810000	2820000	zf-C2H2	232	+	4398	4408	TAD_53
HiC_scaffold_4	2810000	2820000	zf-C2H2	232	+	9937	9950	TAD_53
HiC_scaffold_4	2810000	2820000	bZIP_1	232	+	6579	6588	TAD_53
HiC_scaffold_4	2810000	2820000	zf-C2H2	232	-	2821	2831	TAD_53
HiC_scaffold_4	2810000	2820000	zf-C2H2	232	-	8456	8466	TAD_53
HiC_scaffold_4	2810000	2820000	CENP-B_N	232	+	7430	7439	TAD_53
HiC_scaffold_4	2810000	2820000	CENP-B_N	232	-	9982	9991	TAD_53
HiC_scaffold_4	2810000	2820000	bZIP_1	232	-	381	391	TAD_53
HiC_scaffold_4	2960000	2965000	bZIP_1	233	-	1702	1711	TAD_53
HiC_scaffold_4	2960000	2965000	zf-C2H2	233	-	1960	1969	TAD_53
HiC_scaffold_4	2960000	2965000	zf-C2H2	233	-	1681	1692	TAD_53
HiC_scaffold_4	2960000	2965000	zf-C2H2	233	-	3564	3573	TAD_53
HiC_scaffold_4	3020000	3025000	HSF_DNA-bind	234	-	2736	2745	TAD_53
HiC_scaffold_4	3020000	3025000	zf-C2H2	234	-	901	910	TAD_53
HiC_scaffold_4	3020000	3025000	zf-C2H2	234	+	901	910	TAD_53
HiC_scaffold_4	3020000	3025000	zf-C2H2	234	-	1041	1052	TAD_53
HiC_scaffold_4	3020000	3025000	zf-C2H2	234	-	2384	2393	TAD_53
HiC_scaffold_4	3020000	3025000	AP2	234	+	2084	2092	TAD_53
HiC_scaffold_4	3370000	3380000	CG-1	235	+	3008	3017	TAD_54
HiC_scaffold_4	3370000	3380000	bZIP_1	235	-	2168	2177	TAD_54
HiC_scaffold_4	3370000	3380000	HSF_DNA-bind	235	-	3439	3448	TAD_54
HiC_scaffold_4	3370000	3380000	CSD	235	+	2040	2049	TAD_54
HiC_scaffold_4	3370000	3380000	zf-C2H2	235	+	2027	2036	TAD_54
HiC_scaffold_4	3370000	3380000	zf-C2H2	235	+	2432	2441	TAD_54
HiC_scaffold_4	3370000	3380000	zf-C2H2	235	+	2027	2037	TAD_54
HiC_scaffold_4	3370000	3380000	HLH	235	+	4433	4442	TAD_54
HiC_scaffold_4	3370000	3380000	HTH_psq	235	+	4634	4643	TAD_54
HiC_scaffold_4	3370000	3380000	CENP-B_N	235	-	1556	1567	TAD_54
HiC_scaffold_4	3370000	3380000	zf-C2H2	235	+	2027	2037	TAD_54
HiC_scaffold_4	3370000	3380000	BrkDBD	235	-	6585	6595	TAD_54
HiC_scaffold_4	3370000	3380000	zf-C2H2	235	-	5623	5634	TAD_54
HiC_scaffold_4	3370000	3380000	bZIP_1	235	+	7707	7717	TAD_54
HiC_scaffold_4	3370000	3380000	bZIP_1	235	+	8965	8975	TAD_54
HiC_scaffold_4	3390000	3400000	HLH	236	+	6464	6473	TAD_54
HiC_scaffold_4	3390000	3400000	HLH	236	-	8912	8921	TAD_54
HiC_scaffold_4	3390000	3400000	HSF_DNA-bind	236	-	6773	6782	TAD_54
HiC_scaffold_4	3390000	3400000	HSF_DNA-bind	236	+	8603	8612	TAD_54
HiC_scaffold_4	3390000	3400000	bZIP_1	236	-	5708	5719	TAD_54
HiC_scaffold_4	3390000	3400000	bZIP_1	236	+	9666	9677	TAD_54
HiC_scaffold_4	3390000	3400000	CSD	236	-	3868	3877	TAD_54
HiC_scaffold_4	3390000	3400000	zf-C2H2	236	-	2661	2670	TAD_54
HiC_scaffold_4	3390000	3400000	zf-C2H2	236	-	2614	2624	TAD_54
HiC_scaffold_4	3390000	3400000	BrkDBD	236	+	2090	2100	TAD_54
HiC_scaffold_4	3490000	3500000	bZIP_1	237	-	3948	3958	TAD_54
HiC_scaffold_4	3490000	3500000	HSF_DNA-bind	237	-	5105	5118	TAD_54
HiC_scaffold_4	3490000	3500000	Myb_DNA-binding	237	+	2257	2266	TAD_54
HiC_scaffold_4	3490000	3500000	Myb_DNA-binding	237	-	7765	7774	TAD_54
HiC_scaffold_4	3490000	3500000	CSD	237	-	4049	4058	TAD_54
HiC_scaffold_4	3490000	3500000	HLH	237	-	464	473	TAD_54
HiC_scaffold_4	3490000	3500000	bZIP_1	237	-	8033	8043	TAD_54
HiC_scaffold_4	3490000	3500000	bZIP_1	237	+	5482	5492	TAD_54
HiC_scaffold_4	3500000	3510000	CG-1	238	+	6261	6270	TAD_54
HiC_scaffold_4	3500000	3510000	Myb_DNA-binding	238	-	2833	2843	TAD_54
HiC_scaffold_4	3500000	3510000	zf-C2H2	238	+	18	31	TAD_54
HiC_scaffold_4	3500000	3510000	zf-C2H2	238	-	2887	2900	TAD_54
HiC_scaffold_4	3500000	3510000	zf-C2H2	238	+	9833	9843	TAD_54
HiC_scaffold_4	3500000	3510000	bZIP_1	238	+	2421	2430	TAD_54
HiC_scaffold_4	3500000	3510000	HSF_DNA-bind	238	-	1127	1136	TAD_54
HiC_scaffold_4	3500000	3510000	HSF_DNA-bind	238	+	3043	3056	TAD_54
HiC_scaffold_4	3500000	3510000	E2F_TDP	238	-	6096	6107	TAD_54
HiC_scaffold_4	3500000	3510000	E2F_TDP	238	+	6096	6107	TAD_54
HiC_scaffold_4	3500000	3510000	CSD	238	-	8346	8355	TAD_54
HiC_scaffold_4	3500000	3510000	zf-C2H2	238	+	5919	5928	TAD_54
HiC_scaffold_4	3500000	3510000	zf-C2H2	238	-	8359	8368	TAD_54
HiC_scaffold_4	3500000	3510000	zf-C2H2	238	-	8358	8368	TAD_54
HiC_scaffold_4	3500000	3510000	zf-C2H2	238	-	8358	8368	TAD_54
HiC_scaffold_4	3500000	3510000	bZIP_1	238	+	8669	8679	TAD_54
HiC_scaffold_4	3500000	3510000	HLH	238	+	756	766	TAD_54
HiC_scaffold_4	3500000	3510000	zf-C2H2	238	+	5919	5928	TAD_54
HiC_scaffold_4	3500000	3510000	AP2	238	-	7200	7208	TAD_54
HiC_scaffold_4	3590000	3600000	CG-1	239	-	5354	5363	TAD_54
HiC_scaffold_4	3590000	3600000	Homeobox	239	+	7351	7360	TAD_54
HiC_scaffold_4	3590000	3600000	zf-C2H2	239	-	3209	3222	TAD_54
HiC_scaffold_4	3590000	3600000	zf-C2H2	239	-	7483	7496	TAD_54
HiC_scaffold_4	3590000	3600000	Homeobox	239	-	569	579	TAD_54
HiC_scaffold_4	3590000	3600000	Myb_DNA-binding	239	+	9746	9755	TAD_54
HiC_scaffold_4	3590000	3600000	CSD	239	+	3637	3646	TAD_54
HiC_scaffold_4	3590000	3600000	CSD	239	-	5125	5134	TAD_54
HiC_scaffold_4	3590000	3600000	zf-C2H2	239	+	4426	4436	TAD_54
HiC_scaffold_4	3590000	3600000	zf-C2H2	239	+	6358	6367	TAD_54
HiC_scaffold_4	3590000	3600000	zf-C2H2	239	-	5137	5147	TAD_54
HiC_scaffold_4	3590000	3600000	HLH	239	+	3637	3646	TAD_54
HiC_scaffold_4	3590000	3600000	Myb_DNA-binding	239	+	858	867	TAD_54
HiC_scaffold_4	3590000	3600000	zf-C2H2	239	-	5137	5147	TAD_54
HiC_scaffold_4	3590000	3600000	bZIP_1	239	+	9484	9494	TAD_54
HiC_scaffold_4	3590000	3600000	HLH	239	-	6748	6758	TAD_54
HiC_scaffold_4	3590000	3600000	zf-C2H2	239	-	4896	4907	TAD_54
HiC_scaffold_4	3590000	3600000	zf-C2H2	239	-	4950	4961	TAD_54
HiC_scaffold_4	3670000	3680000	Homeobox	240	+	9338	9347	TAD_54
HiC_scaffold_4	3670000	3680000	zf-C2H2	240	+	2708	2718	TAD_54
HiC_scaffold_4	3670000	3680000	zf-C2H2	240	+	5171	5181	TAD_54
HiC_scaffold_4	3670000	3680000	HSF_DNA-bind	240	+	3148	3161	TAD_54
HiC_scaffold_4	3670000	3680000	HSF_DNA-bind	240	-	4850	4863	TAD_54
HiC_scaffold_4	3670000	3680000	HSF_DNA-bind	240	+	4024	4036	TAD_54
HiC_scaffold_4	3670000	3680000	HSF_DNA-bind	240	-	4025	4037	TAD_54
HiC_scaffold_4	3670000	3680000	Myb_DNA-binding	240	-	3190	3199	TAD_54
HiC_scaffold_4	3670000	3680000	E2F_TDP	240	+	3213	3224	TAD_54
HiC_scaffold_4	3670000	3680000	bZIP_1	240	+	8409	8419	TAD_54
HiC_scaffold_4	3670000	3680000	bZIP_1	240	+	8408	8419	TAD_54
HiC_scaffold_4	3670000	3680000	zf-C2H2	240	+	5669	5679	TAD_54
HiC_scaffold_4	3670000	3680000	HSF_DNA-bind	240	+	4026	4036	TAD_54
HiC_scaffold_4	3670000	3680000	HLH	240	+	4669	4678	TAD_54
HiC_scaffold_4	3670000	3680000	HLH	240	+	4669	4678	TAD_54
HiC_scaffold_4	3670000	3680000	CENP-B_N	240	+	5241	5250	TAD_54
HiC_scaffold_4	3670000	3680000	bZIP_1	240	-	1266	1280	TAD_54
HiC_scaffold_4	3670000	3680000	bZIP_1	240	+	9757	9771	TAD_54
HiC_scaffold_4	3670000	3680000	Homeobox	240	-	960	969	TAD_54
HiC_scaffold_4	3670000	3680000	bZIP_1	240	+	2710	2720	TAD_54
HiC_scaffold_4	3680000	3690000	zf-C2H2	241	-	5237	5245	TAD_54
HiC_scaffold_4	3680000	3690000	zf-C2H2	241	+	5238	5246	TAD_54
HiC_scaffold_4	3680000	3690000	bZIP_1	241	+	1721	1730	TAD_54
HiC_scaffold_4	3680000	3690000	bZIP_1	241	-	4966	4974	TAD_54
HiC_scaffold_4	3680000	3690000	E2F_TDP	241	+	4354	4365	TAD_54
HiC_scaffold_4	3680000	3690000	Myb_DNA-binding	241	+	2674	2683	TAD_54
HiC_scaffold_4	3680000	3690000	HLH	241	-	5097	5106	TAD_54
HiC_scaffold_4	3680000	3690000	HLH	241	-	9258	9267	TAD_54
HiC_scaffold_4	3680000	3690000	MADs	241	-	1839	1847	TAD_54
HiC_scaffold_4	3680000	3690000	CSD	241	+	5173	5182	TAD_54
HiC_scaffold_4	3680000	3690000	CSD	241	-	6485	6494	TAD_54
HiC_scaffold_4	3680000	3690000	zf-C2H2	241	+	1333	1343	TAD_54
HiC_scaffold_4	3680000	3690000	HLH	241	+	6485	6494	TAD_54
HiC_scaffold_4	3680000	3690000	HLH	241	-	6485	6494	TAD_54
HiC_scaffold_4	3680000	3690000	HTH_psq	241	-	7338	7347	TAD_54
HiC_scaffold_4	3680000	3690000	bZIP_1	241	-	9610	9624	TAD_54
HiC_scaffold_4	3680000	3690000	bZIP_1	241	-	4544	4554	TAD_54
HiC_scaffold_4	3680000	3690000	zf-C2H2	241	+	146	155	TAD_54
HiC_scaffold_4	3680000	3690000	AP2	241	+	1380	1388	TAD_54
HiC_scaffold_4	3750000	3760000	bZIP_1	242	-	9064	9074	TAD_54
HiC_scaffold_4	3750000	3760000	HLH	242	-	545	554	TAD_54
HiC_scaffold_4	3750000	3760000	bZIP_1	242	-	878	892	TAD_54
HiC_scaffold_4	3750000	3760000	HLH	242	+	8278	8288	TAD_54
HiC_scaffold_4	3750000	3760000	bZIP_1	242	+	8367	8377	TAD_54
HiC_scaffold_4	3750000	3760000	zf-C2H2	242	+	1302	1311	TAD_54
HiC_scaffold_4	3880000	3885000	zf-C2H2	243	-	650	660	TAD_54
HiC_scaffold_4	3880000	3885000	bZIP_1	243	+	2374	2383	TAD_54
HiC_scaffold_4	3880000	3885000	HSF_DNA-bind	243	-	3406	3419	TAD_54
HiC_scaffold_4	3880000	3885000	Homeobox	243	+	799	809	TAD_54
HiC_scaffold_4	3920000	3930000	zf-C2H2	244	-	6114	6124	TAD_54
HiC_scaffold_4	3920000	3930000	zf-C2H2	244	-	6679	6689	TAD_54
HiC_scaffold_4	3920000	3930000	zf-C2H2	244	-	6676	6689	TAD_54
HiC_scaffold_4	3920000	3930000	bZIP_1	244	+	6323	6332	TAD_54
HiC_scaffold_4	3920000	3930000	HLH	244	+	1876	1885	TAD_54
HiC_scaffold_4	3920000	3930000	HSF_DNA-bind	244	-	3725	3734	TAD_54
