Chromosome1	Start1	End1	Chromosome2	Start2	End2	OE_value	log2OE
HiC_scaffold_6	2090000	2100000	HiC_scaffold_7	3320000	3330000	50.40073013305664	5.655372728448074
HiC_scaffold_6	2100000	2110000	HiC_scaffold_7	2990000	3000000	40.37940979003906	5.335547918404528
HiC_scaffold_6	2110000	2120000	HiC_scaffold_7	3070000	3080000	62.32089614868164	5.961644073793417
HiC_scaffold_6	2130000	2140000	HiC_scaffold_7	380000	390000	86.01670837402344	6.426545019202548
HiC_scaffold_6	2130000	2140000	HiC_scaffold_7	460000	470000	61.33251190185547	5.938580133329518
HiC_scaffold_6	2130000	2140000	HiC_scaffold_7	2170000	2180000	65.37693786621094	6.030709900431064
HiC_scaffold_6	2130000	2140000	HiC_scaffold_7	2380000	2390000	49.11622619628906	5.618127811600067
HiC_scaffold_6	2130000	2140000	HiC_scaffold_7	3520000	3530000	32.9360466003418	5.041595489891708
HiC_scaffold_6	2150000	2160000	HiC_scaffold_7	1300000	1310000	55.418968200683594	5.792307945627043
HiC_scaffold_6	2170000	2180000	HiC_scaffold_7	2610000	2620000	40.66537857055664	5.345729139481855
HiC_scaffold_6	2220000	2230000	HiC_scaffold_7	2630000	2640000	93.99671173095703	6.554538383034881
HiC_scaffold_6	2280000	2290000	HiC_scaffold_7	2450000	2460000	38.99904251098633	5.285366798820993
HiC_scaffold_6	2290000	2300000	HiC_scaffold_7	2920000	2930000	37.68308639526367	5.235845227162583
HiC_scaffold_6	2300000	2310000	HiC_scaffold_7	2160000	2170000	150.60629272460938	7.234638240614072
HiC_scaffold_6	2300000	2310000	HiC_scaffold_7	2300000	2310000	58.39042663574219	5.867659947258053
HiC_scaffold_6	2300000	2310000	HiC_scaffold_7	3020000	3030000	108.71027374267578	6.764344479516318
HiC_scaffold_6	2300000	2310000	HiC_scaffold_7	4320000	4330000	127.50738525390625	6.994437000471564
HiC_scaffold_6	2320000	2330000	HiC_scaffold_7	1300000	1310000	42.99863052368164	5.426218806605454
HiC_scaffold_6	2370000	2380000	HiC_scaffold_7	2750000	2760000	36.4091911315918	5.186230785040742
HiC_scaffold_6	2390000	2400000	HiC_scaffold_7	3310000	3320000	44.101905822753906	5.462769096738776
HiC_scaffold_6	2480000	2490000	HiC_scaffold_7	2630000	2640000	39.316322326660156	5.29705647228219
HiC_scaffold_6	2530000	2540000	HiC_scaffold_7	370000	380000	38.36262130737305	5.261629397567231
HiC_scaffold_6	2530000	2540000	HiC_scaffold_7	2970000	2980000	60.29690170288086	5.914011967448416
HiC_scaffold_6	2530000	2540000	HiC_scaffold_7	4330000	4340000	35.25688552856445	5.139833132479446
HiC_scaffold_6	2570000	2580000	HiC_scaffold_7	3940000	3950000	36.68696594238281	5.197195691736727
HiC_scaffold_6	2690000	2700000	HiC_scaffold_7	3370000	3380000	58.91468811035156	5.880555454278095
HiC_scaffold_6	2720000	2730000	HiC_scaffold_7	3490000	3500000	111.72406005859375	6.803796097076368
HiC_scaffold_6	2730000	2740000	HiC_scaffold_7	3390000	3400000	40.13309097290039	5.326720368860889
HiC_scaffold_6	2750000	2760000	HiC_scaffold_7	2250000	2260000	159.22030639648438	7.31488053362913
HiC_scaffold_6	2750000	2760000	HiC_scaffold_7	3610000	3620000	42.278106689453125	5.401838865863004
HiC_scaffold_6	2790000	2800000	HiC_scaffold_7	3660000	3670000	36.249114990234375	5.179873867538074
HiC_scaffold_6	2820000	2830000	HiC_scaffold_7	3310000	3320000	32.56881332397461	5.0254192495979675
HiC_scaffold_6	2870000	2880000	HiC_scaffold_7	3160000	3170000	33.042457580566406	5.046249088165307
HiC_scaffold_6	2870000	2880000	HiC_scaffold_7	3600000	3610000	44.34537887573242	5.470711867498901
HiC_scaffold_6	2870000	2880000	HiC_scaffold_7	3650000	3660000	49.47863006591797	5.628733651295685
HiC_scaffold_6	2930000	2940000	HiC_scaffold_7	3950000	3960000	49.487728118896484	5.628998907412846
HiC_scaffold_6	2970000	2980000	HiC_scaffold_7	3760000	3770000	34.577171325683594	5.11174794532132
HiC_scaffold_6	2990000	3000000	HiC_scaffold_7	3310000	3320000	36.41685104370117	5.186534273104201
HiC_scaffold_6	3000000	3010000	HiC_scaffold_7	3000000	3010000	123.48348999023438	6.948174353030323
HiC_scaffold_6	3000000	3010000	HiC_scaffold_7	3090000	3100000	44.80208206176758	5.485493874277147
HiC_scaffold_6	3040000	3050000	HiC_scaffold_7	2640000	2650000	58.90364456176758	5.880284995980795
HiC_scaffold_6	3280000	3290000	HiC_scaffold_7	2730000	2740000	55.968685150146484	5.8065479503635595
HiC_scaffold_6	3320000	3330000	HiC_scaffold_7	3470000	3480000	67.34042358398438	6.073400890905782
HiC_scaffold_6	3410000	3420000	HiC_scaffold_7	3300000	3310000	50.88945770263672	5.669294912378829
HiC_scaffold_6	3430000	3440000	HiC_scaffold_7	3070000	3080000	42.5335578918457	5.410529634972894
HiC_scaffold_6	3430000	3440000	HiC_scaffold_7	4060000	4070000	46.60233688354492	5.542330395813483
HiC_scaffold_6	3570000	3580000	HiC_scaffold_7	3300000	3310000	34.211219787597656	5.096397638634962
HiC_scaffold_6	3640000	3650000	HiC_scaffold_7	3430000	3440000	129.54176330566406	7.017273476880187
HiC_scaffold_6	3680000	3690000	HiC_scaffold_7	2640000	2650000	122.55374145507812	6.937270718828857
HiC_scaffold_6	3700000	3710000	HiC_scaffold_7	2260000	2270000	37.60277557373047	5.232767250371871
HiC_scaffold_6	3710000	3720000	HiC_scaffold_7	2630000	2640000	34.413002014160156	5.104881845783218
HiC_scaffold_6	3730000	3740000	HiC_scaffold_7	2750000	2760000	56.124446868896484	5.810557416417186
HiC_scaffold_6	3940000	3950000	HiC_scaffold_7	3300000	3310000	66.88787841796875	6.063672880779896
HiC_scaffold_6	3940000	3950000	HiC_scaffold_7	3400000	3410000	33.213016510009766	5.0536768537532515
HiC_scaffold_6	3960000	3970000	HiC_scaffold_7	850000	860000	35.44743728637695	5.1476094248097235
HiC_scaffold_6	3960000	3970000	HiC_scaffold_7	2950000	2960000	57.09193801879883	5.835215131167804
HiC_scaffold_6	3970000	3980000	HiC_scaffold_7	3470000	3480000	69.88612365722656	6.126934122472948
HiC_scaffold_6	4010000	4020000	HiC_scaffold_7	3120000	3130000	39.10734939575195	5.289367851791961
HiC_scaffold_6	4140000	4150000	HiC_scaffold_7	2910000	2920000	33.13642120361328	5.050345892057398
HiC_scaffold_6	4170000	4180000	HiC_scaffold_7	2580000	2590000	47.344173431396484	5.565114981428703
HiC_scaffold_6	4180000	4190000	HiC_scaffold_7	3470000	3480000	59.591346740722656	5.897030947041159
HiC_scaffold_6	4380000	4390000	HiC_scaffold_7	3630000	3640000	48.88715744018555	5.611383616695452
HiC_scaffold_6	60000	70000	HiC_scaffold_8	4210000	4220000	49.186832427978516	5.620200245138887
HiC_scaffold_6	100000	110000	HiC_scaffold_8	1850000	1860000	35.54823684692383	5.151706100434431
HiC_scaffold_6	140000	150000	HiC_scaffold_8	260000	270000	144.6005859375	7.175929588034799
HiC_scaffold_6	140000	150000	HiC_scaffold_8	630000	640000	60.081146240234375	5.9088404320292796
HiC_scaffold_6	140000	150000	HiC_scaffold_8	1440000	1450000	48.45572280883789	5.598595158471218
HiC_scaffold_6	140000	150000	HiC_scaffold_8	2140000	2150000	83.93360900878906	6.391176710573085
HiC_scaffold_6	140000	150000	HiC_scaffold_8	2320000	2330000	63.76734924316406	5.994746005672105
HiC_scaffold_6	140000	150000	HiC_scaffold_8	4200000	4210000	93.95001983642578	6.553821561140571
HiC_scaffold_6	150000	160000	HiC_scaffold_8	40000	50000	52.854225158691406	5.723946899926603
HiC_scaffold_6	150000	160000	HiC_scaffold_8	1480000	1490000	80.6065444946289	6.332825071688331
HiC_scaffold_6	150000	160000	HiC_scaffold_8	1620000	1630000	77.81404113769531	6.281958600381212
HiC_scaffold_6	150000	160000	HiC_scaffold_8	2170000	2180000	42.33359146118164	5.403730982869073
HiC_scaffold_6	150000	160000	HiC_scaffold_8	3400000	3410000	41.48289489746094	5.3744446714994405
HiC_scaffold_6	170000	180000	HiC_scaffold_8	1170000	1180000	48.54029083251953	5.601110847409715
HiC_scaffold_6	170000	180000	HiC_scaffold_8	1470000	1480000	40.585811614990234	5.342903558991381
HiC_scaffold_6	170000	180000	HiC_scaffold_8	3250000	3260000	64.87442016601562	6.019577833909294
HiC_scaffold_6	180000	190000	HiC_scaffold_8	90000	100000	267.9870910644531	8.066019697525533
HiC_scaffold_6	180000	190000	HiC_scaffold_8	1540000	1550000	299.9764709472656	8.228705535232773
HiC_scaffold_6	230000	240000	HiC_scaffold_8	3760000	3770000	76.22158813476562	6.252127762999147
HiC_scaffold_6	240000	250000	HiC_scaffold_8	2340000	2350000	32.51393127441406	5.022986098384349
HiC_scaffold_6	260000	270000	HiC_scaffold_8	1770000	1780000	58.793582916259766	5.87758679416496
HiC_scaffold_6	280000	290000	HiC_scaffold_8	150000	160000	34.749473571777344	5.118919217151165
HiC_scaffold_6	280000	290000	HiC_scaffold_8	2430000	2440000	48.641197204589844	5.604106833123399
HiC_scaffold_6	420000	430000	HiC_scaffold_8	3880000	3890000	34.74115753173828	5.118573918523394
HiC_scaffold_6	460000	470000	HiC_scaffold_8	1920000	1930000	47.14481735229492	5.55902727848972
HiC_scaffold_6	460000	470000	HiC_scaffold_8	2920000	2930000	48.64969253540039	5.604358782133116
HiC_scaffold_6	460000	470000	HiC_scaffold_8	4120000	4130000	33.7325439453125	5.076069218428435
HiC_scaffold_6	470000	480000	HiC_scaffold_8	1560000	1570000	42.55598449707031	5.411290122148694
HiC_scaffold_6	590000	600000	HiC_scaffold_8	540000	550000	47.14176940917969	5.558934004301528
HiC_scaffold_6	710000	720000	HiC_scaffold_8	70000	80000	95.9569320678711	6.584315127453862
HiC_scaffold_6	720000	730000	HiC_scaffold_8	480000	490000	43.241024017333984	5.434328783714699
HiC_scaffold_6	720000	730000	HiC_scaffold_8	1590000	1600000	143.0445098876953	7.160320317217077
HiC_scaffold_6	720000	730000	HiC_scaffold_8	3450000	3460000	43.755157470703125	5.451381173977936
HiC_scaffold_6	720000	730000	HiC_scaffold_8	3790000	3800000	74.24774932861328	6.214275389061218
HiC_scaffold_6	740000	750000	HiC_scaffold_8	70000	80000	141.56317138671875	7.145302177169308
HiC_scaffold_6	760000	770000	HiC_scaffold_8	1850000	1860000	37.406585693359375	5.225220384003731
HiC_scaffold_6	760000	770000	HiC_scaffold_8	3590000	3600000	41.616573333740234	5.379086274810656
HiC_scaffold_6	850000	860000	HiC_scaffold_8	890000	900000	41.64604568481445	5.380107612285147
HiC_scaffold_6	850000	860000	HiC_scaffold_8	1910000	1920000	48.05172348022461	5.586516272229395
HiC_scaffold_6	850000	860000	HiC_scaffold_8	2070000	2080000	33.4189453125	5.062594298171679
HiC_scaffold_6	850000	860000	HiC_scaffold_8	2820000	2830000	136.6166534423828	7.093989547299626
HiC_scaffold_6	850000	860000	HiC_scaffold_8	3160000	3170000	69.52937316894531	6.1195506780872835
HiC_scaffold_6	860000	870000	HiC_scaffold_8	1260000	1270000	567.1395874023438	9.147560052399882
HiC_scaffold_6	870000	880000	HiC_scaffold_8	1830000	1840000	42.56006622314453	5.4114284905508985
HiC_scaffold_6	870000	880000	HiC_scaffold_8	1850000	1860000	131.51132202148438	7.039043198578297
HiC_scaffold_6	930000	940000	HiC_scaffold_8	3750000	3760000	60.755859375	5.924951645722963
HiC_scaffold_6	950000	960000	HiC_scaffold_8	3750000	3760000	39.25212097167969	5.294698706411425
HiC_scaffold_6	1350000	1360000	HiC_scaffold_8	1800000	1810000	35.79574966430664	5.1617163890176405
HiC_scaffold_6	1420000	1430000	HiC_scaffold_8	3040000	3050000	33.096248626708984	5.048595795474089
HiC_scaffold_6	1490000	1500000	HiC_scaffold_8	1560000	1570000	33.50060272216797	5.066115146770028
HiC_scaffold_6	1500000	1510000	HiC_scaffold_8	1750000	1760000	51.51791000366211	5.687002161777145
HiC_scaffold_6	1530000	1540000	HiC_scaffold_8	390000	400000	37.310890197753906	5.221524876606355
HiC_scaffold_6	1750000	1760000	HiC_scaffold_8	1630000	1640000	73.7380599975586	6.2043375554102385
HiC_scaffold_6	1750000	1760000	HiC_scaffold_8	4140000	4150000	39.43993377685547	5.301585224192375
HiC_scaffold_6	1760000	1770000	HiC_scaffold_8	3180000	3190000	666.361572265625	9.380161395549724
HiC_scaffold_6	1770000	1780000	HiC_scaffold_8	1680000	1690000	43.81608200073242	5.453388580337678
HiC_scaffold_6	1770000	1780000	HiC_scaffold_8	4060000	4070000	38.32674789428711	5.260279682490097
HiC_scaffold_6	1850000	1860000	HiC_scaffold_8	1560000	1570000	32.10299301147461	5.0046359031856715
HiC_scaffold_6	1940000	1950000	HiC_scaffold_8	1810000	1820000	42.814720153808594	5.420034990620851
HiC_scaffold_6	1940000	1950000	HiC_scaffold_8	1820000	1830000	38.51889419555664	5.267494381623097
HiC_scaffold_6	2040000	2050000	HiC_scaffold_8	4000000	4010000	41.021270751953125	5.358300279029474
HiC_scaffold_6	2070000	2080000	HiC_scaffold_8	3590000	3600000	44.78422927856445	5.484918872990704
HiC_scaffold_6	2080000	2090000	HiC_scaffold_8	1560000	1570000	66.93785095214844	6.064750328755437
HiC_scaffold_6	2110000	2120000	HiC_scaffold_8	150000	160000	35.78492736816406	5.161280146340366
HiC_scaffold_6	2130000	2140000	HiC_scaffold_8	2450000	2460000	63.96417999267578	5.999192315407578
HiC_scaffold_6	2170000	2180000	HiC_scaffold_8	3740000	3750000	50.82609176635742	5.667497395001497
HiC_scaffold_6	2200000	2210000	HiC_scaffold_8	550000	560000	39.507789611816406	5.304065227326047
HiC_scaffold_6	2260000	2270000	HiC_scaffold_8	3780000	3790000	51.52330780029297	5.687153312444891
HiC_scaffold_6	2280000	2290000	HiC_scaffold_8	1800000	1810000	68.393798828125	6.095793618748851
HiC_scaffold_6	2290000	2300000	HiC_scaffold_8	120000	130000	46.88738250732422	5.551127837603474
HiC_scaffold_6	2290000	2300000	HiC_scaffold_8	2470000	2480000	34.67707443237305	5.11591028410616
HiC_scaffold_6	2300000	2310000	HiC_scaffold_8	160000	170000	188.57066345214844	7.558961438512292
HiC_scaffold_6	2300000	2310000	HiC_scaffold_8	1970000	1980000	135.4009246826172	7.081093781202191
HiC_scaffold_6	2360000	2370000	HiC_scaffold_8	1730000	1740000	37.4014892578125	5.225023811580076
HiC_scaffold_6	2370000	2380000	HiC_scaffold_8	4000000	4010000	34.175716400146484	5.094899675179731
HiC_scaffold_6	2470000	2480000	HiC_scaffold_8	1560000	1570000	52.46982192993164	5.71341598871332
HiC_scaffold_6	2540000	2550000	HiC_scaffold_8	750000	760000	32.862117767333984	5.038353551255104
HiC_scaffold_6	2700000	2710000	HiC_scaffold_8	750000	760000	33.034847259521484	5.045916769148779
HiC_scaffold_6	2720000	2730000	HiC_scaffold_8	800000	810000	83.08964538574219	6.3765967947299025
HiC_scaffold_6	2730000	2740000	HiC_scaffold_8	2640000	2650000	103.33092498779297	6.69112827988865
HiC_scaffold_6	2730000	2740000	HiC_scaffold_8	2650000	2660000	56.0704460144043	5.809168640707463
HiC_scaffold_6	2740000	2750000	HiC_scaffold_8	720000	730000	35.66661071777344	5.156502222579408
HiC_scaffold_6	2740000	2750000	HiC_scaffold_8	750000	760000	238.441162109375	7.897489499589101
HiC_scaffold_6	2750000	2760000	HiC_scaffold_8	1580000	1590000	40.95970916748047	5.356133566472266
HiC_scaffold_6	2790000	2800000	HiC_scaffold_8	540000	550000	41.04902648925781	5.359276102620672
HiC_scaffold_6	2790000	2800000	HiC_scaffold_8	750000	760000	37.1835823059082	5.216593862616704
HiC_scaffold_6	2970000	2980000	HiC_scaffold_8	1110000	1120000	34.64678192138672	5.114649452396665
HiC_scaffold_6	3000000	3010000	HiC_scaffold_8	3280000	3290000	51.9195442199707	5.698205813461814
HiC_scaffold_6	3230000	3240000	HiC_scaffold_8	2340000	2350000	53.539974212646484	5.742544538996872
HiC_scaffold_6	3280000	3290000	HiC_scaffold_8	1760000	1770000	41.332584381103516	5.369207668065947
HiC_scaffold_6	3480000	3490000	HiC_scaffold_8	130000	140000	32.77566909790039	5.034553327489071
HiC_scaffold_6	3690000	3700000	HiC_scaffold_8	2580000	2590000	57.16725158691406	5.837117026802498
HiC_scaffold_6	3700000	3710000	HiC_scaffold_8	3120000	3130000	34.54890060424805	5.110567897598293
HiC_scaffold_6	3730000	3740000	HiC_scaffold_8	760000	770000	39.59915542602539	5.307397755604407
HiC_scaffold_6	3780000	3790000	HiC_scaffold_8	4160000	4170000	169.90286254882812	7.408566349243349
HiC_scaffold_6	3840000	3850000	HiC_scaffold_8	1770000	1780000	32.39307403564453	5.017613478288816
HiC_scaffold_6	3900000	3910000	HiC_scaffold_8	110000	120000	50.54702377319336	5.659554243117296
HiC_scaffold_6	3900000	3910000	HiC_scaffold_8	1640000	1650000	33.150386810302734	5.050953799193544
HiC_scaffold_6	3900000	3910000	HiC_scaffold_8	1670000	1680000	42.6405143737793	5.4141529363621395
HiC_scaffold_6	3950000	3960000	HiC_scaffold_8	1900000	1910000	33.9930305480957	5.087167081709863
HiC_scaffold_6	4010000	4020000	HiC_scaffold_8	2840000	2850000	54.964412689208984	5.780425927087146
HiC_scaffold_6	4010000	4020000	HiC_scaffold_8	4000000	4010000	62.59197235107422	5.9679057330046
HiC_scaffold_6	4020000	4030000	HiC_scaffold_8	540000	550000	52.39590835571289	5.711382249676782
HiC_scaffold_6	4020000	4030000	HiC_scaffold_8	3090000	3100000	34.60944747924805	5.113094004743465
HiC_scaffold_6	4030000	4040000	HiC_scaffold_8	2340000	2350000	120.05885314941406	6.9075979817131135
HiC_scaffold_6	4030000	4040000	HiC_scaffold_8	2930000	2940000	39.000221252441406	5.285410403449289
HiC_scaffold_6	4040000	4050000	HiC_scaffold_8	3180000	3190000	35.29256057739258	5.141292200502105
HiC_scaffold_6	4040000	4050000	HiC_scaffold_8	3650000	3660000	61.24812316894531	5.936593731062312
HiC_scaffold_6	4050000	4060000	HiC_scaffold_8	1110000	1120000	35.92748260498047	5.167015945881579
HiC_scaffold_6	4100000	4110000	HiC_scaffold_8	730000	740000	35.0050163269043	5.129489774412943
HiC_scaffold_6	4150000	4160000	HiC_scaffold_8	2380000	2390000	33.812599182128906	5.079489015674672
HiC_scaffold_6	4160000	4170000	HiC_scaffold_8	400000	410000	41.74507522583008	5.383534104058473
HiC_scaffold_6	4170000	4180000	HiC_scaffold_8	140000	150000	86.16709899902344	6.429065208149087
HiC_scaffold_6	50000	60000	HiC_scaffold_9	10000	20000	40.29193878173828	5.332419322153544
HiC_scaffold_6	60000	70000	HiC_scaffold_9	1330000	1340000	35.10211944580078	5.133486237144631
HiC_scaffold_6	100000	110000	HiC_scaffold_9	430000	440000	34.673274993896484	5.115752204699232
HiC_scaffold_6	150000	160000	HiC_scaffold_9	210000	220000	48.565067291259766	5.601847055495894
HiC_scaffold_6	150000	160000	HiC_scaffold_9	630000	640000	34.08564376831055	5.091092326062511
HiC_scaffold_6	150000	160000	HiC_scaffold_9	3860000	3870000	53.24988555908203	5.734706519690209
HiC_scaffold_6	170000	180000	HiC_scaffold_9	60000	70000	60.6746826171875	5.923022751699169
HiC_scaffold_6	170000	180000	HiC_scaffold_9	520000	530000	46.192359924316406	5.529582348892811
HiC_scaffold_6	170000	180000	HiC_scaffold_9	3020000	3030000	147.4476318359375	7.20405884116057
HiC_scaffold_6	320000	330000	HiC_scaffold_9	3290000	3300000	41.24645233154297	5.366198131244713
HiC_scaffold_6	460000	470000	HiC_scaffold_9	1250000	1260000	77.92317199707031	6.283980500892066
HiC_scaffold_6	720000	730000	HiC_scaffold_9	1530000	1540000	34.75543212890625	5.119166577557027
HiC_scaffold_6	850000	860000	HiC_scaffold_9	650000	660000	68.70675659179688	6.1023800748939205
HiC_scaffold_6	850000	860000	HiC_scaffold_9	860000	870000	35.43463134765625	5.14708813459223
HiC_scaffold_6	850000	860000	HiC_scaffold_9	2530000	2540000	187.92498779296875	7.554013099897146
HiC_scaffold_6	860000	870000	HiC_scaffold_9	450000	460000	312.04931640625	8.285630241016937
HiC_scaffold_6	870000	880000	HiC_scaffold_9	2320000	2330000	67.42266845703125	6.075161822380676
HiC_scaffold_6	910000	920000	HiC_scaffold_9	410000	420000	36.95649337768555	5.20775596780402
HiC_scaffold_6	910000	920000	HiC_scaffold_9	1040000	1050000	48.255279541015625	5.592614889101373
HiC_scaffold_6	910000	920000	HiC_scaffold_9	1580000	1590000	46.28526306152344	5.532481016399462
HiC_scaffold_6	1100000	1110000	HiC_scaffold_9	430000	440000	32.617942810058594	5.027593890078906
HiC_scaffold_6	1430000	1440000	HiC_scaffold_9	1220000	1230000	34.83435821533203	5.122439078357589
HiC_scaffold_6	1470000	1480000	HiC_scaffold_9	2470000	2480000	38.469146728515625	5.265629924932827
HiC_scaffold_6	1530000	1540000	HiC_scaffold_9	840000	850000	32.7993278503418	5.035594345190644
HiC_scaffold_6	1530000	1540000	HiC_scaffold_9	1280000	1290000	33.38893127441406	5.061298010696937
HiC_scaffold_6	1530000	1540000	HiC_scaffold_9	4090000	4100000	41.293373107910156	5.3678383668112595
HiC_scaffold_6	1750000	1760000	HiC_scaffold_9	820000	830000	54.96212387084961	5.780365849384339
HiC_scaffold_6	1750000	1760000	HiC_scaffold_9	1900000	1910000	41.4489631652832	5.373264108429547
HiC_scaffold_6	1750000	1760000	HiC_scaffold_9	2450000	2460000	43.35554504394531	5.438144616496039
HiC_scaffold_6	1750000	1760000	HiC_scaffold_9	3500000	3510000	44.56768798828125	5.47792621593761
HiC_scaffold_6	1780000	1790000	HiC_scaffold_9	2050000	2060000	34.6452751159668	5.1145867075222835
HiC_scaffold_6	1920000	1930000	HiC_scaffold_9	3760000	3770000	37.36858367919922	5.223753979512699
HiC_scaffold_6	2010000	2020000	HiC_scaffold_9	1470000	1480000	55.191471099853516	5.786373435212732
HiC_scaffold_6	2040000	2050000	HiC_scaffold_9	930000	940000	34.33281707763672	5.101516333108673
HiC_scaffold_6	2040000	2050000	HiC_scaffold_9	4050000	4060000	40.025634765625	5.322852377477931
HiC_scaffold_6	2070000	2080000	HiC_scaffold_9	420000	430000	41.3815803527832	5.370916837320348
HiC_scaffold_6	2090000	2100000	HiC_scaffold_9	2050000	2060000	72.364990234375	6.1772199934234635
HiC_scaffold_6	2090000	2100000	HiC_scaffold_9	3080000	3090000	34.673946380615234	5.115780139669675
HiC_scaffold_6	2110000	2120000	HiC_scaffold_9	1470000	1480000	72.06562805175781	6.171239420053386
HiC_scaffold_6	2110000	2120000	HiC_scaffold_9	2550000	2560000	38.00532531738281	5.248129678461887
HiC_scaffold_6	2170000	2180000	HiC_scaffold_9	250000	260000	33.21781539916992	5.053885291113019
HiC_scaffold_6	2280000	2290000	HiC_scaffold_9	1020000	1030000	32.53308868408203	5.0238358929096325
HiC_scaffold_6	2280000	2290000	HiC_scaffold_9	1430000	1440000	41.36884307861328	5.370472706603851
HiC_scaffold_6	2280000	2290000	HiC_scaffold_9	2300000	2310000	33.7435188293457	5.076538522956813
HiC_scaffold_6	2280000	2290000	HiC_scaffold_9	3670000	3680000	42.7335319519043	5.417296656439897
HiC_scaffold_6	2290000	2300000	HiC_scaffold_9	3660000	3670000	46.090702056884766	5.526403837963793
HiC_scaffold_6	2290000	2300000	HiC_scaffold_9	4110000	4120000	41.81754684448242	5.386036526037548
HiC_scaffold_6	2300000	2310000	HiC_scaffold_9	200000	210000	119.69458770751953	6.903214108438308
HiC_scaffold_6	2300000	2310000	HiC_scaffold_9	750000	760000	45.361595153808594	5.50339946885413
HiC_scaffold_6	2420000	2430000	HiC_scaffold_9	2620000	2630000	605.2190551757812	9.24131360094938
HiC_scaffold_6	2530000	2540000	HiC_scaffold_9	3020000	3030000	34.26039505004883	5.098469881845189
HiC_scaffold_6	2620000	2630000	HiC_scaffold_9	2930000	2940000	41.33058166503906	5.369137762479862
HiC_scaffold_6	2690000	2700000	HiC_scaffold_9	2540000	2550000	34.485740661621094	5.1079280472343624
HiC_scaffold_6	2690000	2700000	HiC_scaffold_9	2550000	2560000	45.33099365234375	5.502425880236499
HiC_scaffold_6	2690000	2700000	HiC_scaffold_9	3740000	3750000	35.136695861816406	5.134906626361857
HiC_scaffold_6	2710000	2720000	HiC_scaffold_9	2600000	2610000	42.86738967895508	5.421808664785831
HiC_scaffold_6	2720000	2730000	HiC_scaffold_9	2060000	2070000	104.181640625	6.702957251335879
HiC_scaffold_6	2720000	2730000	HiC_scaffold_9	2090000	2100000	93.8091812133789	6.551657222775182
HiC_scaffold_6	2720000	2730000	HiC_scaffold_9	2130000	2140000	190.42742919921875	7.573097489426752
HiC_scaffold_6	2720000	2730000	HiC_scaffold_9	3370000	3380000	221.9990997314453	7.794410015829327
HiC_scaffold_6	2720000	2730000	HiC_scaffold_9	3540000	3550000	90.41566467285156	6.49850083863445
HiC_scaffold_6	2730000	2740000	HiC_scaffold_9	2630000	2640000	45.20740509033203	5.498487204078191
HiC_scaffold_6	2740000	2750000	HiC_scaffold_9	2700000	2710000	53.61177062988281	5.7444778785006525
HiC_scaffold_6	2740000	2750000	HiC_scaffold_9	2770000	2780000	36.73860549926758	5.199224961470736
HiC_scaffold_6	2750000	2760000	HiC_scaffold_9	2820000	2830000	53.58802032470703	5.743838615163435
HiC_scaffold_6	2750000	2760000	HiC_scaffold_9	3220000	3230000	35.253482818603516	5.139693888481575
HiC_scaffold_6	2760000	2770000	HiC_scaffold_9	2580000	2590000	39.9921760559082	5.321645878152327
HiC_scaffold_6	2780000	2790000	HiC_scaffold_9	2690000	2700000	39.86205291748047	5.316944106559609
HiC_scaffold_6	2780000	2790000	HiC_scaffold_9	2700000	2710000	62.28535461425781	5.960821071792548
HiC_scaffold_6	2790000	2800000	HiC_scaffold_9	2670000	2680000	40.20221710205078	5.329203161314768
HiC_scaffold_6	2790000	2800000	HiC_scaffold_9	2810000	2820000	33.27137756347656	5.05620969548904
HiC_scaffold_6	2790000	2800000	HiC_scaffold_9	3900000	3910000	32.58279037475586	5.02603825576245
HiC_scaffold_6	2800000	2810000	HiC_scaffold_9	2610000	2620000	69.79698181152344	6.125092747086015
HiC_scaffold_6	2810000	2820000	HiC_scaffold_9	3600000	3610000	32.936763763427734	5.041626903387562
HiC_scaffold_6	2870000	2880000	HiC_scaffold_9	2660000	2670000	43.76961135864258	5.4518576688700735
HiC_scaffold_6	2970000	2980000	HiC_scaffold_9	2640000	2650000	45.225852966308594	5.49907580743336
HiC_scaffold_6	3000000	3010000	HiC_scaffold_9	2970000	2980000	59.780574798583984	5.9016048636845655
HiC_scaffold_6	3000000	3010000	HiC_scaffold_9	3030000	3040000	35.667701721191406	5.156546352400444
HiC_scaffold_6	3000000	3010000	HiC_scaffold_9	3060000	3070000	46.39165496826172	5.535793408458509
HiC_scaffold_6	3380000	3390000	HiC_scaffold_9	2240000	2250000	37.02774429321289	5.210534759003486
HiC_scaffold_6	3380000	3390000	HiC_scaffold_9	3060000	3070000	45.96564865112305	5.522484194442664
HiC_scaffold_6	3470000	3480000	HiC_scaffold_9	420000	430000	37.93031692504883	5.245279520943085
HiC_scaffold_6	3690000	3700000	HiC_scaffold_9	440000	450000	33.62058639526367	5.07127298252394
HiC_scaffold_6	3690000	3700000	HiC_scaffold_9	3170000	3180000	35.101295471191406	5.133452371439259
HiC_scaffold_6	3690000	3700000	HiC_scaffold_9	3500000	3510000	42.773162841796875	5.418633985465328
HiC_scaffold_6	3690000	3700000	HiC_scaffold_9	3860000	3870000	40.61058044433594	5.343783742641609
HiC_scaffold_6	3700000	3710000	HiC_scaffold_9	830000	840000	100.35395812988281	6.648953709930543
